CouncilDistrict,OffenseCategory,ReportMonthYear,CrimeCount
1,Fraud Offenses,March 2021,88
2,Larceny Offenses,March 2021,537
1,Fraud Offenses,February 2021,61
1,Larceny Offenses,March 2021,445
3,Robbery,March 2021,19
4,Fraud Offenses,March 2021,90
4,Extortion/Blackmail,March 2021,3
NA,Vandalism,March 2021,11
3,Burglary,March 2021,109
3,Pornography/Obscene Material,March 2021,2
NA,Sex Offenses,March 2021,3
NA,Extortion/Blackmail,March 2021,1
3,Human Trafficking Offenses,March 2021,1
2,Weapon Law Violations,March 2021,11
4,Pornography/Obscene Material,March 2021,3
3,Kidnapping/Abduction,March 2021,1
4,Larceny Offenses,March 2021,502
1,Robbery,March 2021,31
2,Robbery,March 2021,20
1,Assault Offenses,April 2021,216
3,Sex Offenses,April 2021,15
2,Assault Offenses,April 2021,151
2,Vandalism,April 2021,161
NA,Pornography/Obscene Material,March 2021,2
4,Burglary,March 2021,96
4,Assault Offenses,April 2021,159
3,Assault Offenses,April 2021,120
1,Robbery,April 2021,22
2,Motor Vehicle Theft,April 2021,179
2,Larceny Offenses,April 2021,455
3,Fraud Offenses,March 2021,77
4,Weapon Law Violations,April 2021,22
4,Larceny Offenses,April 2021,478
1,Vandalism,April 2021,145
3,Burglary,April 2021,111
3,Pornography/Obscene Material,April 2021,2
4,Sex Offenses,April 2021,9
2,Robbery,April 2021,23
2,Sex Offenses,April 2021,8
3,Larceny Offenses,April 2021,404
2,Weapon Law Violations,April 2021,13
NA,Sex Offenses,April 2021,6
2,Fraud Offenses,January 2021,85
3,Vandalism,April 2021,155
1,Sex Offenses,April 2021,10
4,Fraud Offenses,April 2021,77
1,Weapon Law Violations,April 2021,30
NA,Assault Offenses,April 2021,5
3,Fraud Offenses,April 2021,51
4,Burglary,April 2021,103
2,Pornography/Obscene Material,April 2021,1
1,Drug/Narcotic Offenses,April 2021,9
3,Weapon Law Violations,April 2021,15
1,Burglary,April 2021,70
1,Larceny Offenses,April 2021,360
1,Fraud Offenses,April 2021,50
2,Drug/Narcotic Offenses,April 2021,5
2,Extortion/Blackmail,April 2021,1
NA,Counterfeiting/Forgery,April 2021,2
3,Arson,April 2021,14
2,Arson,April 2021,27
1,Assault Offenses,May 2021,221
4,Assault Offenses,May 2021,165
2,Assault Offenses,May 2021,176
3,Assault Offenses,May 2021,146
4,Weapon Law Violations,May 2021,17
2,Robbery,May 2021,35
2,Kidnapping/Abduction,May 2021,3
1,Vandalism,May 2021,143
3,Sex Offenses,May 2021,11
1,Robbery,May 2021,24
2,Vandalism,May 2021,164
NA,Kidnapping/Abduction,May 2021,1
3,Larceny Offenses,May 2021,441
1,Sex Offenses,May 2021,12
3,Vandalism,May 2021,166
2,Arson,May 2021,15
4,Sex Offenses,May 2021,11
2,Sex Offenses,May 2021,9
NA,Assault Offenses,May 2021,7
NA,Sex Offenses,May 2021,7
1,Burglary,May 2021,85
1,Larceny Offenses,May 2021,388
1,Weapon Law Violations,May 2021,26
4,Larceny Offenses,May 2021,495
2,Larceny Offenses,May 2021,526
3,Burglary,May 2021,128
4,Vandalism,May 2021,273
2,Weapon Law Violations,May 2021,13
3,Fraud Offenses,May 2021,61
NA,Fraud Offenses,May 2021,46
3,Pornography/Obscene Material,May 2021,3
2,Motor Vehicle Theft,May 2021,230
1,Motor Vehicle Theft,May 2021,158
4,Robbery,May 2021,22
3,Robbery,May 2021,21
4,Burglary,May 2021,90
NA,Robbery,May 2021,1
3,Weapon Law Violations,May 2021,10
1,Assault Offenses,June 2021,264
4,Assault Offenses,June 2021,199
3,Assault Offenses,June 2021,142
2,Assault Offenses,June 2021,188
4,Drug/Narcotic Offenses,June 2021,7
4,Fraud Offenses,May 2021,73
1,Vandalism,June 2021,154
1,Sex Offenses,June 2021,17
2,Vandalism,June 2021,165
4,Weapon Law Violations,June 2021,10
2,Burglary,June 2021,87
1,Kidnapping/Abduction,May 2021,1
1,Burglary,June 2021,82
2,Kidnapping/Abduction,June 2021,3
2,Weapon Law Violations,June 2021,8
2,Larceny Offenses,June 2021,488
3,Robbery,June 2021,19
3,Motor Vehicle Theft,June 2021,167
4,Sex Offenses,June 2021,10
2,Sex Offenses,June 2021,10
4,Vandalism,June 2021,244
1,Larceny Offenses,June 2021,433
3,Sex Offenses,June 2021,4
3,Vandalism,June 2021,153
4,Larceny Offenses,June 2021,497
1,Weapon Law Violations,June 2021,35
NA,Human Trafficking Offenses,June 2021,1
2,Animal Cruelty Offenses,June 2021,1
NA,Prostitution Offenses,May 2021,9
3,Burglary,June 2021,103
2,Robbery,June 2021,20
2,Arson,June 2021,22
NA,Assault Offenses,June 2021,14
NA,Arson,June 2021,1
3,Weapon Law Violations,June 2021,12
NA,Sex Offenses,June 2021,2
4,Pornography/Obscene Material,June 2021,1
2,Assault Offenses,July 2021,240
3,Assault Offenses,July 2021,165
1,Assault Offenses,July 2021,286
1,Vandalism,July 2021,205
4,Assault Offenses,July 2021,196
4,Kidnapping/Abduction,July 2021,1
2,Larceny Offenses,July 2021,472
2,Burglary,July 2021,78
4,Vandalism,July 2021,259
1,Animal Cruelty Offenses,July 2021,2
4,Robbery,July 2021,27
1,Arson,July 2021,10
3,Fraud Offenses,June 2021,48
4,Sex Offenses,July 2021,12
NA,Assault Offenses,July 2021,15
2,Sex Offenses,July 2021,12
2,Vandalism,July 2021,174
3,Vandalism,July 2021,186
1,Robbery,July 2021,39
1,Larceny Offenses,July 2021,436
1,Sex Offenses,July 2021,17
4,Larceny Offenses,July 2021,619
1,Weapon Law Violations,July 2021,16
NA,Sex Offenses,July 2021,6
2,Robbery,July 2021,29
3,Sex Offenses,July 2021,6
3,Motor Vehicle Theft,July 2021,181
NA,Larceny Offenses,July 2021,39
1,Kidnapping/Abduction,July 2021,3
4,Burglary,July 2021,117
3,Larceny Offenses,July 2021,485
2,Animal Cruelty Offenses,July 2021,2
4,Fraud Offenses,July 2021,55
4,Pornography/Obscene Material,July 2021,2
4,Weapon Law Violations,July 2021,17
3,Prostitution Offenses,July 2021,4
3,Animal Cruelty Offenses,July 2021,1
2,Weapon Law Violations,July 2021,11
3,Fraud Offenses,July 2021,54
3,Weapon Law Violations,July 2021,10
4,Animal Cruelty Offenses,July 2021,1
3,Kidnapping/Abduction,July 2021,3
3,Robbery,July 2021,26
1,Drug/Narcotic Offenses,July 2021,5
1,Counterfeiting/Forgery,July 2021,10
3,Assault Offenses,August 2021,151
4,Assault Offenses,August 2021,187
1,Vandalism,August 2021,210
1,Assault Offenses,August 2021,253
2,Assault Offenses,August 2021,180
4,Larceny Offenses,August 2021,622
1,Robbery,August 2021,28
3,Sex Offenses,August 2021,10
4,Sex Offenses,August 2021,11
4,Extortion/Blackmail,August 2021,1
1,Burglary,July 2021,77
2,Vandalism,August 2021,185
3,Robbery,August 2021,21
3,Vandalism,August 2021,233
1,Sex Offenses,August 2021,7
2,Sex Offenses,August 2021,9
3,Larceny Offenses,August 2021,603
NA,Sex Offenses,August 2021,8
3,Weapon Law Violations,August 2021,13
2,Larceny Offenses,August 2021,557
NA,Assault Offenses,August 2021,19
1,Fraud Offenses,August 2021,55
1,Burglary,August 2021,66
2,Burglary,August 2021,81
3,Arson,August 2021,9
4,Burglary,August 2021,119
2,Kidnapping/Abduction,August 2021,1
4,Vandalism,August 2021,222
1,Weapon Law Violations,August 2021,37
4,Fraud Offenses,August 2021,83
4,Weapon Law Violations,August 2021,23
3,Kidnapping/Abduction,August 2021,2
4,Kidnapping/Abduction,August 2021,3
2,Motor Vehicle Theft,August 2021,318
2,Weapon Law Violations,August 2021,11
1,Larceny Offenses,August 2021,472
3,Prostitution Offenses,August 2021,1
3,Assault Offenses,September 2021,120
1,Assault Offenses,September 2021,221
1,Pornography/Obscene Material,August 2021,1
4,Assault Offenses,September 2021,200
3,Burglary,August 2021,124
1,Vandalism,September 2021,197
4,Burglary,September 2021,126
4,Human Trafficking Offenses,June 2021,1
4,Prostitution Offenses,June 2021,1
2,Assault Offenses,September 2021,148
2,Animal Cruelty Offenses,September 2021,1
3,Kidnapping/Abduction,September 2021,2
4,Sex Offenses,September 2021,15
2,Robbery,September 2021,40
2,Larceny Offenses,September 2021,491
1,Weapon Law Violations,September 2021,20
4,Larceny Offenses,September 2021,617
NA,Sex Offenses,September 2021,7
3,Sex Offenses,September 2021,11
3,Human Trafficking Offenses,September 2021,1
2,Sex Offenses,September 2021,10
1,Sex Offenses,September 2021,13
3,Larceny Offenses,September 2021,526
1,Larceny Offenses,September 2021,427
1,Burglary,September 2021,80
4,Vandalism,September 2021,238
3,Weapon Law Violations,September 2021,14
4,Motor Vehicle Theft,September 2021,153
NA,Motor Vehicle Theft,September 2021,6
3,Burglary,September 2021,106
3,Motor Vehicle Theft,September 2021,227
2,Vandalism,September 2021,193
2,Fraud Offenses,September 2021,50
1,Robbery,September 2021,36
3,Vandalism,September 2021,172
2,Burglary,September 2021,94
4,Arson,September 2021,9
2,Motor Vehicle Theft,September 2021,305
NA,Assault Offenses,September 2021,9
1,Human Trafficking Offenses,September 2021,1
4,Pornography/Obscene Material,September 2021,2
4,Weapon Law Violations,September 2021,22
1,Kidnapping/Abduction,September 2021,2
3,Animal Cruelty Offenses,September 2021,1
3,Robbery,September 2021,27
4,Assault Offenses,October 2021,167
4,Vandalism,October 2021,315
1,Assault Offenses,October 2021,234
3,Assault Offenses,October 2021,146
3,Vandalism,October 2021,262
2,Assault Offenses,October 2021,166
1,Robbery,October 2021,44
1,Weapon Law Violations,October 2021,44
1,Vandalism,October 2021,217
4,Sex Offenses,October 2021,17
2,Larceny Offenses,October 2021,579
2,Sex Offenses,October 2021,13
2,Burglary,October 2021,121
2,Robbery,October 2021,39
2,Vandalism,October 2021,233
2,Pornography/Obscene Material,October 2021,1
1,Human Trafficking Offenses,August 2021,1
4,Fraud Offenses,September 2021,81
3,Robbery,October 2021,35
3,Sex Offenses,October 2021,6
NA,Sex Offenses,October 2021,10
1,Sex Offenses,October 2021,15
1,Larceny Offenses,October 2021,532
4,Fraud Offenses,October 2021,59
3,Larceny Offenses,October 2021,602
NA,Assault Offenses,October 2021,13
4,Larceny Offenses,October 2021,736
1,Pornography/Obscene Material,October 2021,1
1,Motor Vehicle Theft,October 2021,243
NA,Weapon Law Violations,January 2021,3
2,Weapon Law Violations,October 2021,13
1,Human Trafficking Offenses,October 2021,2
1,Burglary,October 2021,86
4,Burglary,October 2021,162
3,Motor Vehicle Theft,October 2021,284
3,Assault Offenses,November 2021,121
4,Extortion/Blackmail,October 2021,3
1,Kidnapping/Abduction,October 2021,1
1,Assault Offenses,November 2021,217
1,Burglary,November 2021,91
1,Vandalism,November 2021,198
2,Assault Offenses,November 2021,135
3,Larceny Offenses,November 2021,543
4,Larceny Offenses,November 2021,645
4,Vandalism,November 2021,296
4,Assault Offenses,November 2021,184
1,Robbery,November 2021,42
1,Motor Vehicle Theft,November 2021,278
2,Pornography/Obscene Material,November 2021,1
3,Sex Offenses,November 2021,4
4,Sex Offenses,November 2021,15
4,Arson,November 2021,1
NA,Sex Offenses,November 2021,8
1,Sex Offenses,November 2021,14
3,Weapon Law Violations,November 2021,7
2,Motor Vehicle Theft,November 2021,359
1,Weapon Law Violations,November 2021,30
1,Fraud Offenses,November 2021,63
1,Counterfeiting/Forgery,November 2021,13
2,Vandalism,November 2021,253
1,Kidnapping/Abduction,November 2021,3
NA,Assault Offenses,November 2021,14
4,Fraud Offenses,November 2021,62
3,Arson,November 2021,7
NA,Vandalism,November 2021,12
2,Sex Offenses,November 2021,4
3,Motor Vehicle Theft,November 2021,283
4,Kidnapping/Abduction,November 2021,2
3,Robbery,November 2021,26
1,Larceny Offenses,November 2021,508
2,Extortion/Blackmail,November 2021,1
2,Fraud Offenses,November 2021,64
2,Human Trafficking Offenses,November 2021,1
2,Burglary,November 2021,128
4,Human Trafficking Offenses,November 2021,1
2,Weapon Law Violations,November 2021,8
2,Robbery,November 2021,35
1,Pornography/Obscene Material,November 2021,4
2,Assault Offenses,December 2021,138
1,Assault Offenses,December 2021,222
3,Assault Offenses,December 2021,142
2,Vandalism,December 2021,193
4,Assault Offenses,December 2021,150
1,Kidnapping/Abduction,December 2021,4
3,Larceny Offenses,December 2021,585
4,Pornography/Obscene Material,December 2021,3
4,Sex Offenses,December 2021,9
2,Sex Offenses,December 2021,8
1,Sex Offenses,December 2021,7
3,Burglary,November 2021,150
1,Vandalism,December 2021,180
2,Robbery,December 2021,34
2,Motor Vehicle Theft,December 2021,336
3,Robbery,December 2021,31
3,Sex Offenses,December 2021,15
NA,Assault Offenses,December 2021,15
NA,Weapon Law Violations,December 2021,4
4,Robbery,December 2021,29
1,Motor Vehicle Theft,December 2021,271
4,Weapon Law Violations,December 2021,10
1,Weapon Law Violations,December 2021,32
4,Vandalism,December 2021,220
3,Burglary,December 2021,179
1,Robbery,December 2021,48
NA,Sex Offenses,December 2021,6
4,Kidnapping/Abduction,December 2021,3
3,Vandalism,December 2021,206
1,Fraud Offenses,December 2021,75
2,Kidnapping/Abduction,December 2021,1
2,Arson,December 2021,9
3,Weapon Law Violations,December 2021,17
NA,Kidnapping/Abduction,December 2021,2
2,Larceny Offenses,December 2021,698
4,Burglary,December 2021,129
1,Burglary,December 2021,95
2,Weapon Law Violations,December 2021,9
4,Fraud Offenses,December 2021,83
1,Larceny Offenses,December 2021,463
4,Larceny Offenses,December 2021,651
NA,Human Trafficking Offenses,December 2021,1
4,Drug/Narcotic Offenses,February 2021,4
2,Larceny Offenses,November 2021,636
2,Motor Vehicle Theft,July 2021,269
2,Arson,October 2021,6
2,Motor Vehicle Theft,March 2021,212
2,Arson,November 2021,4
3,Motor Vehicle Theft,May 2021,141
3,Motor Vehicle Theft,August 2021,211
3,Larceny Offenses,June 2021,445
3,Burglary,October 2021,125
3,Vandalism,November 2021,268
3,Motor Vehicle Theft,December 2021,280
3,Motor Vehicle Theft,February 2021,120
3,Motor Vehicle Theft,March 2021,163
1,Motor Vehicle Theft,July 2021,187
1,Fraud Offenses,September 2021,63
1,Counterfeiting/Forgery,August 2021,8
1,Motor Vehicle Theft,January 2021,195
1,Motor Vehicle Theft,September 2021,206
NA,Motor Vehicle Theft,January 2021,3
2,Fraud Offenses,June 2021,50
2,Fraud Offenses,October 2021,68
2,Fraud Offenses,March 2021,58
2,Robbery,August 2021,21
2,Counterfeiting/Forgery,July 2021,5
3,Burglary,July 2021,122
2,Arson,September 2021,6
2,Motor Vehicle Theft,June 2021,220
3,Fraud Offenses,November 2021,63
2,Fraud Offenses,April 2021,54
2,Motor Vehicle Theft,October 2021,357
2,Burglary,December 2021,149
4,Burglary,November 2021,146
4,Homicide Offenses,April 2021,2
4,Motor Vehicle Theft,June 2021,102
4,Vandalism,April 2021,315
4,Robbery,June 2021,20
4,Motor Vehicle Theft,August 2021,97
4,Motor Vehicle Theft,May 2021,77
4,Motor Vehicle Theft,October 2021,148
4,Motor Vehicle Theft,November 2021,188
4,Larceny Offenses,January 2021,473
4,Arson,June 2021,16
4,Motor Vehicle Theft,July 2021,111
4,Fraud Offenses,June 2021,77
4,Arson,February 2021,9
4,Weapon Law Violations,January 2021,11
4,Robbery,August 2021,29
4,Motor Vehicle Theft,December 2021,162
3,Arson,January 2021,17
3,Fraud Offenses,September 2021,43
3,Motor Vehicle Theft,April 2021,136
3,Weapon Law Violations,October 2021,17
1,Fraud Offenses,January 2021,86
1,Fraud Offenses,June 2021,55
1,Robbery,June 2021,26
1,Stolen Property Offenses,October 2021,4
1,Motor Vehicle Theft,June 2021,171
3,Counterfeiting/Forgery,February 2021,4
4,Arson,October 2021,12
4,Motor Vehicle Theft,February 2021,45
4,Arson,March 2021,8
4,Burglary,June 2021,103
2,Fraud Offenses,December 2021,74
2,Burglary,April 2021,57
2,Extortion/Blackmail,March 2021,3
2,Motor Vehicle Theft,January 2021,156
2,Fraud Offenses,August 2021,49
3,Burglary,February 2021,104
3,Fraud Offenses,August 2021,49
3,Drug/Narcotic Offenses,June 2021,3
3,Drug/Narcotic Offenses,February 2021,6
1,Burglary,March 2021,84
1,Motor Vehicle Theft,August 2021,168
1,Drug/Narcotic Offenses,January 2021,17
1,Motor Vehicle Theft,April 2021,136
NA,Motor Vehicle Theft,November 2021,15
NA,Larceny Offenses,March 2021,35
2,Burglary,May 2021,69
4,Arson,May 2021,13
4,Stolen Property Offenses,January 2021,1
4,Robbery,April 2021,11
4,Drug/Narcotic Offenses,November 2021,16
4,Weapon Law Violations,October 2021,14
4,Robbery,November 2021,19
4,Fraud Offenses,February 2021,78
4,Fraud Offenses,January 2021,78
4,Motor Vehicle Theft,March 2021,82
4,Motor Vehicle Theft,April 2021,63
3,Animal Cruelty Offenses,February 2021,1
3,Fraud Offenses,December 2021,70
3,Counterfeiting/Forgery,March 2021,6
1,Weapon Law Violations,January 2021,30
1,Extortion/Blackmail,December 2021,1
1,Arson,June 2021,14
3,Counterfeiting/Forgery,November 2021,9
4,Robbery,September 2021,26
NA,Larceny Offenses,October 2021,30
NA,Weapon Law Violations,March 2021,4
4,Counterfeiting/Forgery,June 2021,6
4,Embezzlement,April 2021,3
4,Extortion/Blackmail,June 2021,4
4,Arson,August 2021,10
3,Robbery,February 2021,11
1,Fraud Offenses,May 2021,71
1,Fraud Offenses,July 2021,67
2,Pornography/Obscene Material,December 2021,1
2,Counterfeiting/Forgery,May 2021,4
4,Counterfeiting/Forgery,July 2021,3
4,Drug/Narcotic Offenses,October 2021,23
4,Drug/Narcotic Offenses,March 2021,13
4,Robbery,February 2021,16
4,Arson,April 2021,16
4,Drug/Narcotic Offenses,May 2021,4
1,Drug/Narcotic Offenses,October 2021,12
NA,Larceny Offenses,August 2021,47
4,Arson,July 2021,5
4,Drug/Narcotic Offenses,July 2021,13
NA,Fraud Offenses,December 2021,34
4,Weapon Law Violations,November 2021,12
4,Robbery,October 2021,16
2,Counterfeiting/Forgery,March 2021,6
3,Fraud Offenses,October 2021,59
1,Homicide Offenses,February 2021,2
2,Fraud Offenses,July 2021,57
4,Counterfeiting/Forgery,September 2021,10
4,Arson,December 2021,8
4,Homicide Offenses,October 2021,1
4,Counterfeiting/Forgery,August 2021,7
4,Arson,January 2021,14
4,Weapon Law Violations,March 2021,13
4,Embezzlement,September 2021,3
4,Homicide Offenses,August 2021,1
1,Fraud Offenses,October 2021,61
1,Arson,April 2021,17
3,Stolen Property Offenses,November 2021,3
4,Homicide Offenses,July 2021,3
4,Counterfeiting/Forgery,December 2021,10
NA,Larceny Offenses,May 2021,33
4,Drug/Narcotic Offenses,April 2021,8
1,Counterfeiting/Forgery,October 2021,5
2,Fraud Offenses,May 2021,60
2,Robbery,February 2021,16
2,Human Trafficking Offenses,May 2021,2
2,Drug/Narcotic Offenses,March 2021,2
4,Drug/Narcotic Offenses,December 2021,11
4,Drug/Narcotic Offenses,September 2021,10
4,Counterfeiting/Forgery,October 2021,7
NA,Vandalism,April 2021,8
1,Embezzlement,July 2021,2
3,Robbery,April 2021,15
4,Kidnapping/Abduction,January 2021,2
2,Arson,March 2021,7
1,Embezzlement,June 2021,2
1,Embezzlement,October 2021,1
1,Counterfeiting/Forgery,June 2021,4
2,Arson,August 2021,9
3,Arson,February 2021,8
4,Drug/Narcotic Offenses,August 2021,15
4,Homicide Offenses,September 2021,1
4,Pornography/Obscene Material,October 2021,4
3,Arson,October 2021,5
1,Homicide Offenses,October 2021,2
3,Arson,May 2021,7
3,Arson,July 2021,8
NA,Motor Vehicle Theft,December 2021,10
NA,Drug/Narcotic Offenses,December 2021,3
4,Counterfeiting/Forgery,March 2021,7
4,Animal Cruelty Offenses,March 2021,2
1,Counterfeiting/Forgery,April 2021,6
4,Robbery,March 2021,11
4,Animal Cruelty Offenses,May 2021,3
4,Counterfeiting/Forgery,April 2021,4
2,Drug/Narcotic Offenses,August 2021,1
2,Counterfeiting/Forgery,April 2021,6
4,Kidnapping/Abduction,May 2021,1
1,Prostitution Offenses,April 2021,10
4,Animal Cruelty Offenses,January 2021,2
4,Stolen Property Offenses,May 2021,3
