state,county,DEM,GRN,LIB,REP,total_votes,electoral_college_votes
Alabama,Autauga County,7503,NA,350,19838,27770,9
Alabama,Baldwin County,24578,NA,1229,83544,109679,9
Alabama,Barbour County,4816,NA,68,5622,10518,9
Alabama,Bibb County,1986,NA,74,7525,9595,9
Alabama,Blount County,2640,NA,209,24711,27588,9
Alabama,Bullock County,3446,NA,19,1146,4613,9
Alabama,Butler County,3965,NA,59,5458,9488,9
Alabama,Calhoun County,15216,NA,553,35101,50983,9
Alabama,Chambers County,6365,NA,141,8753,15284,9
Alabama,Cherokee County,1624,NA,82,10583,12301,9
Alabama,Chilton County,3073,NA,123,16085,19310,9
Alabama,Choctaw County,3127,NA,38,4296,7464,9
Alabama,Clarke County,5755,NA,49,7324,13135,9
Alabama,Clay County,1267,NA,53,5601,6930,9
Alabama,Cleburne County,675,NA,60,6484,7227,9
Alabama,Coffee County,5076,NA,264,16899,22275,9
Alabama,Colbert County,8343,NA,272,19203,27886,9
Alabama,Conecuh County,2966,NA,32,3442,6441,9
Alabama,Coosa County,1796,NA,46,3631,5479,9
Alabama,Covington County,2721,NA,97,14586,17430,9
Alabama,Crenshaw County,1700,NA,44,4864,6617,9
Alabama,Cullman County,4478,NA,418,36880,41851,9
Alabama,Dale County,5170,NA,233,14303,19738,9
Alabama,Dallas County,12230,NA,90,5524,17864,9
Alabama,DeKalb County,4281,NA,250,24767,29356,9
Alabama,Elmore County,10367,NA,398,30164,41030,9
Alabama,Escambia County,4918,NA,94,10869,15910,9
Alabama,Etowah County,11567,NA,531,35528,47728,9
Alabama,Fayette County,1395,NA,56,7300,8766,9
Alabama,Franklin County,2086,NA,106,10376,12578,9
Alabama,Geneva County,1595,NA,90,10848,12545,9
Alabama,Greene County,3884,NA,8,875,4775,9
Alabama,Hale County,4687,NA,37,3190,7904,9
Alabama,Henry County,2606,NA,69,6607,9298,9
Alabama,Houston County,12917,NA,533,32618,46173,9
Alabama,Jackson County,3717,NA,208,19670,23636,9
Alabama,Jefferson County,181688,NA,3578,138843,325848,9
Alabama,Lamar County,978,NA,33,6174,7193,9
Alabama,Lauderdale County,11915,NA,537,31721,44339,9
Alabama,Lawrence County,3562,NA,126,12322,16031,9
Alabama,Lee County,27860,NA,1019,42221,71449,9
Alabama,Limestone County,13672,NA,748,34640,49235,9
Alabama,Lowndes County,4972,NA,26,1836,6835,9
Alabama,Macon County,7108,NA,52,1541,8723,9
Alabama,Madison County,87286,NA,3699,102780,194767,9
Alabama,Marengo County,5488,NA,59,5343,10900,9
Alabama,Marion County,1463,NA,115,12205,13807,9
Alabama,Marshall County,5943,NA,435,33191,39655,9
Alabama,Mobile County,79474,NA,1938,101243,183164,9
Alabama,Monroe County,4455,NA,53,6147,10668,9
Alabama,Montgomery County,64529,NA,923,33311,99139,9
Alabama,Morgan County,13234,NA,705,39664,53722,9
Alabama,Perry County,3860,NA,24,1339,5230,9
Alabama,Pickens County,4022,NA,40,5594,9668,9
Alabama,Pike County,5636,NA,134,8042,13841,9
Alabama,Randolph County,2203,NA,61,8559,10837,9
Alabama,Russell County,11228,NA,198,9864,21329,9
Alabama,Shelby County,33268,NA,1462,79700,114950,9
Alabama,St. Clair County,7744,NA,446,36166,44441,9
Alabama,Sumter County,4648,NA,37,1598,6291,9
Alabama,Talladega County,13138,NA,247,22235,35663,9
Alabama,Tallapoosa County,5859,NA,130,14963,20991,9
Alabama,Tuscaloosa County,37765,NA,927,51117,90172,9
Alabama,Walker County,4834,NA,277,26002,31170,9
Alabama,Washington County,2258,NA,45,6564,8876,9
Alabama,Wilcox County,4048,NA,17,1833,5903,9
Alabama,Winston County,974,NA,102,10195,11284,9
Alaska,ED 1,3477,50,216,3511,7360,3
Alaska,ED 10,2727,64,286,8081,11256,3
Alaska,ED 11,3130,88,269,7096,10686,3
Alaska,ED 12,2957,54,288,7893,11280,3
Alaska,ED 13,2666,40,308,4652,7765,3
Alaska,ED 14,4261,50,356,6714,11534,3
Alaska,ED 15,2622,36,197,2671,5593,3
Alaska,ED 16,4274,64,210,3516,8170,3
Alaska,ED 17,4136,64,184,2810,7271,3
Alaska,ED 18,4681,79,157,2760,7759,3
Alaska,ED 19,3118,52,110,1975,5338,3
Alaska,ED 2,2104,30,287,3674,6161,3
Alaska,ED 20,4881,53,153,2383,7544,3
Alaska,ED 21,5414,70,203,3690,9482,3
Alaska,ED 22,4553,46,200,4684,9597,3
Alaska,ED 23,3810,53,170,3655,7796,3
Alaska,ED 24,4736,46,222,5378,10484,3
Alaska,ED 25,4600,67,201,4407,9369,3
Alaska,ED 26,4558,55,207,5243,20292,3
Alaska,ED 27,4844,59,228,4324,19037,3
Alaska,ED 28,6264,69,219,6162,25580,3
Alaska,ED 29,2985,69,190,7464,10784,3
Alaska,ED 3,1903,42,316,6076,8385,3
Alaska,ED 30,2638,42,270,7180,10226,3
Alaska,ED 31,5037,100,250,6971,12481,3
Alaska,ED 32,3506,105,238,4440,8361,3
Alaska,ED 33,7535,103,197,3059,11016,3
Alaska,ED 34,5763,68,279,4543,10794,3
Alaska,ED 35,5011,95,170,4769,10149,3
Alaska,ED 36,3796,79,245,5114,9292,3
Alaska,ED 37,2560,56,86,2358,5168,3
Alaska,ED 38,3202,112,105,1737,5299,3
Alaska,ED 39,3580,104,123,1939,5930,3
Alaska,ED 4,5345,93,323,4690,10587,3
Alaska,ED 40,2318,86,94,1994,4628,3
Alaska,ED 5,4204,68,259,4077,8706,3
Alaska,ED 6,3272,83,266,5770,9518,3
Alaska,ED 7,2215,54,272,7027,9664,3
Alaska,ED 8,1953,48,241,7618,9957,3
Alaska,ED 9,2769,77,301,7787,11047,3
Arizona,Apache County,23293,NA,437,11442,35172,11
Arizona,Cochise County,23732,NA,1153,35557,60442,11
Arizona,Coconino County,44698,NA,1522,27052,73272,11
Arizona,Gila County,8943,NA,342,18377,27662,11
Arizona,Graham County,4034,NA,212,10749,14996,11
Arizona,Greenlee County,1182,NA,70,2433,3688,11
Arizona,La Paz County,2236,NA,93,5129,7460,11
Arizona,Maricopa County,1040774,NA,31705,995665,2068144,11
Arizona,Mohave County,24831,NA,1302,78535,104705,11
Arizona,Navajo County,23383,NA,727,27657,51783,11
Arizona,Pima County,304981,NA,7658,207758,520735,11
Arizona,Pinal County,75106,NA,2791,107077,185037,11
Arizona,Santa Cruz County,13138,NA,224,6194,19561,11
Arizona,Yavapai County,49602,NA,2092,91527,143280,11
Arizona,Yuma County,32210,NA,1137,36534,69926,11
Arkansas,Arkansas County,1818,16,46,4304,6292,6
Arkansas,Ashley County,2125,9,25,5548,7926,6
Arkansas,Baxter County,4635,43,183,15836,21007,6
Arkansas,Benton County,42249,277,1972,73965,119912,6
Arkansas,Boone County,3064,55,153,13652,17114,6
Arkansas,Bradley County,1214,4,33,2335,3654,6
Arkansas,Calhoun County,479,8,16,1636,2182,6
Arkansas,Carroll County,4023,48,100,7424,11797,6
Arkansas,Chicot County,2260,5,17,1752,4103,6
Arkansas,Clark County,3438,48,79,4616,8395,6
Arkansas,Clay County,962,11,53,4086,5183,6
Arkansas,Cleburne County,1988,10,105,10328,12680,6
Arkansas,Cleveland County,651,8,27,2867,3600,6
Arkansas,Columbia County,2814,71,53,5500,8616,6
Arkansas,Conway County,2615,18,78,5694,8685,6
Arkansas,Craighead County,11921,121,440,25558,38511,6
Arkansas,Crawford County,4959,35,274,18607,24091,6
Arkansas,Crittenden County,8514,29,112,7333,16367,6
Arkansas,Cross County,1772,8,48,4946,6942,6
Arkansas,Dallas County,963,3,14,1573,2649,6
Arkansas,Desha County,2016,10,18,1921,4164,6
Arkansas,Drew County,2426,21,27,4349,6908,6
Arkansas,Faulkner County,18347,159,840,34421,54428,6
Arkansas,Franklin County,1300,9,67,5677,7129,6
Arkansas,Fulton County,1035,4,38,3961,5119,6
Arkansas,Garland County,14045,102,396,29069,44199,6
Arkansas,Grant County,1268,8,56,6794,8200,6
Arkansas,Greene County,3058,33,188,12670,16100,6
Arkansas,Hempstead County,2138,24,31,4470,6848,6
Arkansas,Hot Spring County,3082,16,93,9202,12557,6
Arkansas,Howard County,1340,11,27,3367,4834,6
Arkansas,Independence County,2806,23,147,11250,14512,6
Arkansas,Izard County,1021,4,55,4631,5810,6
Arkansas,Jackson County,1365,5,37,3593,5091,6
Arkansas,Jefferson County,14981,26,106,9521,25158,6
Arkansas,Johnson County,2283,25,97,6938,9498,6
Arkansas,Lafayette County,839,5,9,1757,2679,6
Arkansas,Lawrence County,1080,8,52,4569,5857,6
Arkansas,Lee County,1423,7,8,1286,2848,6
Arkansas,Lincoln County,1032,20,21,2729,3875,6
Arkansas,Little River County,1226,7,44,3715,5177,6
Arkansas,Logan County,1544,16,88,6441,8225,6
Arkansas,Lonoke County,6686,72,403,22884,30662,6
Arkansas,Madison County,1563,19,54,5658,7351,6
Arkansas,Marion County,1531,19,65,5783,7503,6
Arkansas,Miller County,4245,41,101,11920,16529,6
Arkansas,Mississippi County,4558,24,120,7296,12342,6
Arkansas,Monroe County,1147,33,12,1545,2816,6
Arkansas,Montgomery County,731,7,26,3046,3873,6
Arkansas,Nevada County,1076,26,8,2133,3358,6
Arkansas,Newton County,709,11,23,3192,3998,6
Arkansas,Ouachita County,3995,59,79,5294,9629,6
Arkansas,Perry County,1012,20,35,3479,4627,6
Arkansas,Phillips County,3623,16,15,2417,6242,6
Arkansas,Pike County,644,4,41,3519,4246,6
Arkansas,Poinsett County,1424,10,40,5918,7521,6
Arkansas,Polk County,1246,10,83,7035,8490,6
Arkansas,Pope County,5772,54,240,18081,24432,6
Arkansas,Prairie County,654,3,16,2786,3495,6
Arkansas,Pulaski County,101947,440,1668,63687,169956,6
Arkansas,Randolph County,1215,10,55,5355,6812,6
Arkansas,Saline County,16060,118,595,39556,56959,6
Arkansas,Scott County,483,5,31,2962,3551,6
Arkansas,Searcy County,588,4,30,3365,4019,6
Arkansas,Sebastian County,14487,98,804,31198,47140,6
Arkansas,Sevier County,1116,10,55,3884,5202,6
Arkansas,Sharp County,1398,29,52,5938,7566,6
Arkansas,St. Francis County,3604,21,37,3242,7108,6
Arkansas,Stone County,1180,19,47,4616,5938,6
Arkansas,Union County,5584,36,182,10478,16607,6
Arkansas,Van Buren County,1593,19,54,6034,7807,6
Arkansas,Washington County,43824,313,1414,47504,94266,6
Arkansas,White County,5978,40,395,24182,30885,6
Arkansas,Woodruff County,856,6,14,1543,2476,6
Arkansas,Yell County,1284,14,66,5226,6741,6
California,Alameda County,617659,4664,6295,136309,769864,54
California,Alpine County,476,4,15,244,741,54
California,Amador County,8153,110,349,13585,22302,54
California,Butte County,50426,507,1774,48730,102042,54
California,Calaveras County,10046,125,359,16518,27164,54
California,Colusa County,3234,25,81,4554,7951,54
California,Contra Costa County,416386,2618,6116,152877,581230,54
California,Del Norte County,4677,78,150,6461,11452,54
California,El Dorado County,51621,460,1871,61838,116138,54
California,Fresno County,193025,1474,4031,164464,364809,54
California,Glenn County,3995,34,128,7063,11292,54
California,Humboldt County,44768,625,1132,21770,68828,54
California,Imperial County,34678,234,390,20847,56718,54
California,Inyo County,4634,45,128,4620,9481,54
California,Kern County,133366,1074,3942,164484,305226,54
California,Kings County,18699,125,604,24072,43858,54
California,Lake County,14941,207,374,13123,28800,54
California,Lassen County,2799,31,141,8970,11985,54
California,Los Angeles County,3028885,21660,35452,1145530,4263443,54
California,Madera County,23168,217,621,29378,53722,54
California,Marin County,128288,724,1536,24612,155801,54
California,Mariposa County,4088,39,155,5950,10280,54
California,Mendocino County,28782,394,591,13267,43336,54
California,Merced County,48991,388,941,39397,90541,54
California,Modoc County,1150,15,39,3109,4338,54
California,Mono County,4013,42,126,2513,6737,54
California,Monterey County,113953,749,1820,46299,163883,54
California,Napa County,49817,310,914,20676,72122,54
California,Nevada County,36359,345,919,26779,64738,54
California,Orange County,814009,5819,17325,676498,1521725,54
California,Placer County,106869,779,3948,122488,235017,54
California,Plumas County,4561,39,153,6445,11256,54
California,Riverside County,527945,3368,9962,448702,996156,54
California,Sacramento County,440808,3254,9770,259405,718290,54
California,San Benito County,17628,91,345,10590,28821,54
California,San Bernardino County,455859,3619,8791,366257,840931,54
California,San Diego County,964650,7421,21386,600094,1601722,54
California,San Francisco County,378156,2781,3299,56417,443458,54
California,San Joaquin County,161137,1064,2929,121098,288443,54
California,San Luis Obispo County,88310,794,2408,67436,159681,54
California,San Mateo County,291410,1595,3552,75563,374138,54
California,Santa Barbara County,129963,939,2416,65736,200288,54
California,Santa Clara County,617967,4040,9131,214612,850522,54
California,Santa Cruz County,114246,1062,1704,26937,144796,54
California,Shasta County,30000,368,1277,60789,92900,54
California,Sierra County,730,13,27,1142,1930,54
California,Siskiyou County,9593,116,318,13290,23450,54
California,Solano County,131639,958,2475,69306,205831,54
California,Sonoma County,199938,1499,3418,61825,268252,54
California,Stanislaus County,105841,742,2494,104145,214876,54
California,Sutter County,17367,136,521,24375,42640,54
California,Tehama County,8911,90,403,19141,28721,54
California,Trinity County,2851,50,117,3188,6258,54
California,Tulare County,66105,483,1498,77579,146832,54
California,Tuolumne County,11978,145,439,17689,30401,54
California,Ventura County,251388,1766,5069,162207,422698,54
California,Yolo County,67598,547,1206,27292,97264,54
California,Yuba County,11230,124,510,17676,29787,54
Colorado,Adams County,134202,744,3731,95657,236735,10
Colorado,Alamosa County,3759,23,90,3813,7808,10
Colorado,Arapahoe County,213607,926,5423,127323,350183,10
Colorado,Archuleta County,3738,19,120,5189,9144,10
Colorado,Baca County,317,3,26,1867,2225,10
Colorado,Bent County,732,6,15,1503,2274,10
Colorado,Boulder County,159089,697,2539,42501,206111,10
Colorado,Broomfield County,29077,104,772,16295,46632,10
Colorado,Chaffee County,7160,46,189,6222,13717,10
Colorado,Cheyenne County,131,0,6,993,1136,10
Colorado,Clear Creek County,3604,23,113,2754,6548,10
Colorado,Conejos County,1959,9,34,2286,4333,10
Colorado,Costilla County,1311,4,15,741,2094,10
Colorado,Crowley County,437,0,22,1271,1750,10
Colorado,Custer County,1112,5,29,2474,3634,10
Colorado,Delta County,5887,45,218,13081,19370,10
Colorado,Denver County,313293,1230,4870,71618,393827,10
Colorado,Dolores County,341,1,5,1089,1449,10
Colorado,Douglas County,104653,432,3715,121270,231599,10
Colorado,Eagle County,18588,78,377,9892,29140,10
Colorado,El Paso County,161941,1135,9264,202828,378849,10
Colorado,Elbert County,4490,31,306,14027,18983,10
Colorado,Fremont County,7369,59,397,17517,25557,10
Colorado,Garfield County,15427,99,424,14717,30904,10
Colorado,Gilpin County,2223,17,70,1833,4186,10
Colorado,Grand County,4710,31,174,4883,9878,10
Colorado,Gunnison County,7132,39,210,3735,11190,10
Colorado,Hinsdale County,255,1,10,353,632,10
Colorado,Huerfano County,2076,12,71,2203,4406,10
Colorado,Jackson County,175,2,12,681,876,10
Colorado,Jefferson County,218396,1089,6394,148417,377357,10
Colorado,Kiowa County,98,0,9,795,903,10
Colorado,Kit Carson County,662,2,34,3144,3871,10
Colorado,La Plata County,20548,128,530,14233,35667,10
Colorado,Lake County,2303,23,101,1497,3961,10
Colorado,Larimer County,126120,727,4089,91489,224338,10
Colorado,Las Animas County,3497,17,86,4284,7961,10
Colorado,Lincoln County,470,1,26,2135,2651,10
Colorado,Logan County,2218,16,139,8087,10532,10
Colorado,Mesa County,31536,188,1306,56894,90622,10
Colorado,Mineral County,317,0,3,427,757,10
Colorado,Moffat County,1203,7,97,5670,7026,10
Colorado,Montezuma County,5836,33,192,9306,15500,10
Colorado,Montrose County,7687,49,285,16770,24922,10
Colorado,Morgan County,3876,26,151,9593,13744,10
Colorado,Otero County,3605,16,88,5756,9576,10
Colorado,Ouray County,2365,12,46,1577,4020,10
Colorado,Park County,4903,56,238,6991,12290,10
Colorado,Phillips County,486,7,24,1958,2485,10
Colorado,Pitkin County,8989,41,94,2780,11957,10
Colorado,Prowers County,1458,9,39,4008,5561,10
Colorado,Pueblo County,43772,205,1200,42252,88299,10
Colorado,Rio Blanco County,561,3,42,3061,3691,10
Colorado,Rio Grande County,2495,11,66,3660,6305,10
Colorado,Routt County,10582,37,236,5925,16876,10
Colorado,Saguache County,1884,13,39,1413,3389,10
Colorado,San Juan County,342,2,7,202,563,10
Colorado,San Miguel County,3924,14,52,1136,5147,10
Colorado,Sedgwick County,301,1,8,1121,1447,10
Colorado,Summit County,12631,60,353,5322,18479,10
Colorado,Teller County,5278,25,267,11241,16939,10
Colorado,Washington County,369,5,25,2595,3008,10
Colorado,Weld County,66060,340,2895,96145,166968,10
Colorado,Yuma County,785,2,52,4107,4981,10
Connecticut,Andover,1058,8,27,998,2091,7
Connecticut,Ansonia,4521,37,63,3797,8419,7
Connecticut,Ashford,1330,17,35,1160,2544,7
Connecticut,Avon,7299,49,169,4469,11987,7
Connecticut,Barkhamsted,1154,16,42,1228,2442,7
Connecticut,Beacon Falls,1543,12,57,2191,3803,7
Connecticut,Berlin,6008,41,136,6687,12873,7
Connecticut,Bethany,1912,22,46,1718,3698,7
Connecticut,Bethel,6270,51,114,4734,11172,7
Connecticut,Bethlehem,937,15,21,1393,2367,7
Connecticut,Bloomfield,11007,34,78,1698,12821,7
Connecticut,Bolton,1727,23,54,1482,3288,7
Connecticut,Bozrah,703,5,23,817,1548,7
Connecticut,Branford,10562,68,178,7098,17913,7
Connecticut,Bridgeport,33515,153,200,8269,44959,7
Connecticut,Bridgewater,667,7,10,549,1233,7
Connecticut,Bristol,15462,121,357,13834,29799,7
Connecticut,Brookfield,5426,39,111,5226,10807,7
Connecticut,Brooklyn,1876,13,70,2262,4222,7
Connecticut,Burlington,3099,22,76,3034,6231,7
Connecticut,Canaan,437,2,6,209,655,7
Connecticut,Canterbury,1182,17,58,1755,3012,7
Connecticut,Canton,3878,23,97,2663,6663,7
Connecticut,Chaplin,598,8,22,662,1290,7
Connecticut,Cheshire,9745,86,237,7349,17435,7
Connecticut,Chester,1701,11,29,853,2596,7
Connecticut,Clinton,4368,25,99,3312,7804,7
Connecticut,Colchester,5216,54,178,4243,9691,7
Connecticut,Colebrook,403,3,19,563,988,7
Connecticut,Columbia,1888,18,61,1600,3568,7
Connecticut,Cornwall,760,13,9,250,1032,7
Connecticut,Coventry,4011,49,154,3545,7772,7
Connecticut,Cromwell,4872,42,110,3749,8783,7
Connecticut,Danbury,18869,100,261,12788,32021,7
Connecticut,Darien,7876,47,174,4921,13018,7
Connecticut,Deep River,1785,12,29,1076,2902,7
Connecticut,Derby,2963,17,49,2749,5778,7
Connecticut,Durham,2363,22,65,2330,4782,7
Connecticut,East Granby,1789,15,55,1405,3264,7
Connecticut,East Haddam,2980,25,88,2731,5825,7
Connecticut,East Hampton,4051,48,139,3746,7988,7
Connecticut,East Hartford,14787,67,227,5524,20605,7
Connecticut,East Haven,6757,58,111,7572,14501,7
Connecticut,East Lyme,7290,36,145,4285,11756,7
Connecticut,East Windsor,3008,20,82,2541,5652,7
Connecticut,Eastford,464,8,23,572,1067,7
Connecticut,Easton,2777,19,46,2178,5023,7
Connecticut,Ellington,4787,36,142,4515,9491,7
Connecticut,Enfield,11263,85,272,9298,20929,7
Connecticut,Essex,3011,23,44,1635,4715,7
Connecticut,Fairfield,22861,116,377,12052,35414,7
Connecticut,Farmington,9616,56,202,6160,16037,7
Connecticut,Franklin,553,5,28,674,1261,7
Connecticut,Glastonbury,13990,96,290,7998,22374,7
Connecticut,Goshen,902,5,32,1161,2100,7
Connecticut,Granby,4029,35,138,3166,7373,7
Connecticut,Greenwich,22243,94,488,13269,36112,7
Connecticut,Griswold,2565,42,116,3257,5981,7
Connecticut,Groton,10699,92,319,6272,17389,7
Connecticut,Guilford,9616,63,135,5050,14867,7
Connecticut,Haddam,2728,23,67,2693,5512,7
Connecticut,Hamden,21652,139,174,7139,29104,7
Connecticut,Hampton,572,6,9,551,1139,7
Connecticut,Hartford,28301,134,135,4116,32687,7
Connecticut,Hartland,457,5,11,818,1292,7
Connecticut,Harwinton,1397,21,53,2229,3701,7
Connecticut,Hebron,3388,26,121,2731,6266,7
Connecticut,Kent,1277,7,12,568,1865,7
Connecticut,Killingly,3402,54,147,4678,8283,7
Connecticut,Killingworth,2343,20,44,1979,4518,7
Connecticut,Lebanon,2052,34,84,2268,4438,7
Connecticut,Ledyard,4534,50,177,3664,8427,7
Connecticut,Lisbon,1099,16,44,1331,2490,7
Connecticut,Litchfield,2673,39,74,2555,5342,7
Connecticut,Lyme,1165,4,27,576,1772,7
Connecticut,Madison,7625,50,118,4638,12437,7
Connecticut,Manchester,19455,110,354,8530,28466,7
Connecticut,Mansfield,5608,46,121,1708,7485,7
Connecticut,Marlborough,2119,11,68,1861,4062,7
Connecticut,Meriden,14955,102,278,9981,25326,7
Connecticut,Middlebury,2259,16,58,2741,5078,7
Connecticut,Middlefield,1442,15,39,1356,2853,7
Connecticut,Middletown,15508,113,273,7611,23509,7
Connecticut,Milford,17626,120,309,13997,32062,7
Connecticut,Monroe,5838,47,128,5989,12002,7
Connecticut,Montville,4406,50,173,4242,8873,7
Connecticut,Morris,653,12,20,874,1561,7
Connecticut,Naugatuck,6923,79,161,7740,14904,7
Connecticut,New Britain,16031,105,211,7724,24071,7
Connecticut,New Canaan,7298,37,169,4855,12365,7
Connecticut,New Fairfield,4101,16,95,4343,8558,7
Connecticut,New Hartford,2089,22,82,2382,4577,7
Connecticut,New Haven,35521,208,201,6146,42102,7
Connecticut,New London,6912,67,99,2045,9612,7
Connecticut,New Milford,8004,76,161,7493,15734,7
Connecticut,Newington,10031,68,179,7074,17355,7
Connecticut,Newtown,9695,69,200,7292,17269,7
Connecticut,Norfolk,659,3,17,381,1065,7
Connecticut,North Branford,3718,38,88,4786,8631,7
Connecticut,North Canaan,862,4,27,812,1705,7
Connecticut,North Haven,7389,56,113,7879,15447,7
Connecticut,North Stonington,1601,15,49,1710,3375,7
Connecticut,Norwalk,29382,166,355,13311,43219,7
Connecticut,Norwich,9306,95,245,5643,15290,7
Connecticut,Old Lyme,3226,20,68,2099,5413,7
Connecticut,Old Saybrook,4253,28,67,2995,7343,7
Connecticut,Orange,4816,38,78,4317,9253,7
Connecticut,Oxford,3269,17,107,5118,8514,7
Connecticut,Plainfield,2849,33,124,4080,7086,7
Connecticut,Plainville,4670,44,122,4811,9647,7
Connecticut,Plymouth,2477,33,99,3984,6593,7
Connecticut,Pomfret,1357,13,39,1113,2524,7
Connecticut,Portland,3155,19,72,2641,5888,7
Connecticut,Preston,1270,19,50,1529,2868,7
Connecticut,Prospect,2110,18,47,3935,6111,7
Connecticut,Putnam,2063,16,77,2193,4350,7
Connecticut,Redding,3829,24,65,2052,5975,7
Connecticut,Ridgefield,10278,55,213,5689,16245,7
Connecticut,Rocky Hill,6115,40,112,4670,10940,7
Connecticut,Roxbury,937,7,18,660,1622,7
Connecticut,Salem,1285,15,28,1291,2623,7
Connecticut,Salisbury,2023,13,17,502,2555,7
Connecticut,Scotland,406,4,23,537,970,7
Connecticut,Seymour,4011,43,96,5242,9392,7
Connecticut,Sharon,1019,9,17,510,1555,7
Connecticut,Shelton,10837,92,206,12747,23892,7
Connecticut,Sherman,1234,4,22,1076,2336,7
Connecticut,Simsbury,10296,71,225,5575,16174,7
Connecticut,Somers,2445,17,54,3204,5731,7
Connecticut,South Windsor,9596,81,211,5630,15523,7
Connecticut,Southbury,6570,41,119,6260,12990,7
Connecticut,Southington,12855,101,285,13473,26718,7
Connecticut,Sprague,641,8,26,882,1557,7
Connecticut,Stafford,2809,33,117,3461,6422,7
Connecticut,Stamford,40437,224,496,18242,59412,7
Connecticut,Sterling,639,14,25,1229,1908,7
Connecticut,Stonington,7453,40,155,4240,11889,7
Connecticut,Stratford,17363,132,183,10516,28194,7
Connecticut,Suffield,4363,26,140,4155,8686,7
Connecticut,Thomaston,1528,13,65,2768,4374,7
Connecticut,Thompson,2050,20,80,3005,5155,7
Connecticut,Tolland,5103,43,134,3975,9257,7
Connecticut,Torrington,7283,83,235,9220,16824,7
Connecticut,Trumbull,11919,76,231,9769,22002,7
Connecticut,Union,249,3,12,307,571,7
Connecticut,Vernon,9259,76,216,5848,15400,7
Connecticut,Voluntown,566,8,32,918,1524,7
Connecticut,Wallingford,13560,86,302,11831,25785,7
Connecticut,Warren,465,1,9,470,945,7
Connecticut,Washington,1461,12,25,770,2268,7
Connecticut,Waterbury,21573,118,249,14157,36107,7
Connecticut,Waterford,6917,82,190,5124,12316,7
Connecticut,Watertown,4612,38,128,7976,12754,7
Connecticut,West Hartford,27298,143,379,8451,36294,7
Connecticut,West Haven,14245,89,145,8126,22605,7
Connecticut,Westbrook,2288,18,45,1958,4311,7
Connecticut,Weston,4733,25,84,1680,6528,7
Connecticut,Westport,13048,46,206,4222,17538,7
Connecticut,Wethersfield,9612,77,172,6413,16277,7
Connecticut,Willington,1674,20,61,1445,3204,7
Connecticut,Wilton,7676,49,169,3819,11715,7
Connecticut,Winchester,2304,17,13,2799,5133,7
Connecticut,Windham,5365,61,95,2824,8348,7
Connecticut,Windsor,13183,61,175,4090,17514,7
Connecticut,Windsor Locks,3751,32,81,3156,7021,7
Connecticut,Wolcott,3333,41,105,6519,10002,7
Connecticut,Woodbridge,3855,31,37,1816,5739,7
Connecticut,Woodbury,3181,14,69,3295,6559,7
Connecticut,Woodstock,2548,23,87,2520,5179,7
Delaware,Kent County,44552,420,1044,41009,87025,3
Delaware,New Castle County,195034,1282,2953,88364,287633,3
Delaware,Sussex County,56682,437,1003,71230,129352,3
District of Columbia,District of Columbia,39041,259,204,1725,41681,3
District of Columbia,Ward 2,29078,124,302,2918,32881,3
District of Columbia,Ward 3,39397,159,344,3705,44231,3
District of Columbia,Ward 4,42489,234,161,1913,45296,3
District of Columbia,Ward 5,43320,271,212,1769,46107,3
District of Columbia,Ward 6,56719,253,561,4337,62918,3
District of Columbia,Ward 7,36382,232,118,1134,38384,3
District of Columbia,Ward 8,30897,194,134,1085,32858,3
Florida,Alachua County,89704,302,1390,50972,142604,30
Florida,Baker County,2037,10,93,11911,14059,30
Florida,Bay County,25614,142,1004,66097,93024,30
Florida,Bradford County,3160,11,110,10334,13632,30
Florida,Brevard County,148549,553,3178,207883,360764,30
Florida,Broward County,618752,1253,3114,333409,957672,30
Florida,Calhoun County,1209,4,29,5274,6526,30
Florida,Charlotte County,42273,129,565,73243,116340,30
Florida,Citrus County,27092,86,548,65352,93208,30
Florida,Clay County,38317,153,1286,84480,124405,30
Florida,Collier County,77621,186,889,128950,207818,30
Florida,Columbia County,8914,28,224,23836,33042,30
Florida,DeSoto County,4259,8,52,8313,12659,30
Florida,Dixie County,1365,5,27,6759,8167,30
Florida,Duval County,252556,772,4788,233762,492820,30
Florida,Escambia County,70929,256,2146,96674,170372,30
Florida,Flagler County,28161,69,359,43043,71716,30
Florida,Franklin County,2120,12,27,4675,6849,30
Florida,Gadsden County,16153,21,96,7465,23762,30
Florida,Gilchrist County,1700,13,61,7895,9685,30
Florida,Glades County,1385,4,21,3782,5193,30
Florida,Gulf County,1985,5,48,6113,8163,30
Florida,Hamilton County,1963,8,33,3815,5830,30
Florida,Hardee County,2298,8,40,6122,8485,30
Florida,Hendry County,4929,13,65,7906,12940,30
Florida,Hernando County,37519,151,686,70412,108922,30
Florida,Highlands County,16938,53,223,34873,52170,30
Florida,Hillsborough County,376367,1187,5665,327398,712063,30
Florida,Holmes County,924,9,48,8080,9068,30
Florida,Indian River County,37844,117,534,58872,97484,30
Florida,Jackson County,6766,13,116,15488,22419,30
Florida,Jefferson County,3897,13,46,4479,8451,30
Florida,Lafayette County,510,2,14,3128,3658,30
Florida,Lake County,83505,254,1385,125859,211314,30
Florida,Lee County,157695,440,2016,233247,393899,30
Florida,Leon County,103517,271,1344,57453,162929,30
Florida,Levy County,6205,25,131,16749,23145,30
Florida,Liberty County,694,2,14,2846,3561,30
