state,county,DEM,GRN,LIB,REP,total_votes,electoral_college_votes
South Dakota,Brown County,6538,NA,429,10580,17547,3
South Dakota,Brule County,673,NA,67,1750,2491,3
South Dakota,Buffalo County,352,NA,14,183,549,3
South Dakota,Butte County,939,NA,132,3731,4802,3
South Dakota,Campbell County,117,NA,9,747,873,3
South Dakota,Charles Mix County,1177,NA,54,2552,3801,3
South Dakota,Clark County,437,NA,40,1373,1850,3
South Dakota,Clay County,3083,NA,159,2456,5698,3
South Dakota,Codington County,3837,NA,366,8958,13161,3
South Dakota,Corson County,622,NA,14,647,1283,3
South Dakota,Custer County,1522,NA,120,3852,5494,3
South Dakota,Davison County,2648,NA,193,5613,8454,3
South Dakota,Day County,1052,NA,43,1869,2964,3
South Dakota,Deuel County,609,NA,42,1699,2350,3
South Dakota,Dewey County,1131,NA,45,790,1966,3
South Dakota,Douglas County,216,NA,23,1468,1707,3
South Dakota,Edmunds County,417,NA,30,1538,1987,3
South Dakota,Fall River County,1053,NA,111,2878,4042,3
South Dakota,Faulk County,198,NA,20,964,1188,3
South Dakota,Grant County,1056,NA,71,2618,3749,3
South Dakota,Gregory County,455,NA,32,1771,2258,3
South Dakota,Haakon County,105,NA,6,1026,1138,3
South Dakota,Hamlin County,647,NA,64,2372,3083,3
South Dakota,Hand County,373,NA,30,1433,1858,3
South Dakota,Hanson County,557,NA,38,1793,2388,3
South Dakota,Harding County,49,NA,16,748,813,3
South Dakota,Hughes County,2953,NA,248,5522,8763,3
South Dakota,Hutchinson County,762,NA,61,2944,3767,3
South Dakota,Hyde County,136,NA,10,564,711,3
South Dakota,Jackson County,359,NA,18,738,1115,3
South Dakota,Jerauld County,270,NA,15,721,1006,3
South Dakota,Jones County,90,NA,11,498,599,3
South Dakota,Kingsbury County,819,NA,56,1904,2779,3
South Dakota,Lake County,2068,NA,124,3681,5885,3
South Dakota,Lawrence County,4537,NA,538,8753,13828,3
South Dakota,Lincoln County,11981,NA,798,19617,32396,3
South Dakota,Lyman County,525,NA,30,1042,1599,3
South Dakota,Marshall County,858,NA,33,1287,2187,3
South Dakota,McCook County,769,NA,63,2068,2907,3
South Dakota,McPherson County,222,NA,27,1075,1324,3
South Dakota,Meade County,3285,NA,510,9875,13670,3
South Dakota,Mellette County,298,NA,22,449,771,3
South Dakota,Miner County,320,NA,31,787,1146,3
South Dakota,Minnehaha County,40482,NA,2595,49249,92326,3
South Dakota,Moody County,1179,NA,76,1951,3220,3
South Dakota,Oglala Lakota County,2829,NA,74,297,3201,3
South Dakota,Pennington County,20606,NA,1849,35063,57518,3
South Dakota,Perkins County,239,NA,29,1401,1669,3
South Dakota,Potter County,227,NA,14,1139,1384,3
South Dakota,Roberts County,1828,NA,75,2404,4307,3
South Dakota,Sanborn County,257,NA,23,905,1185,3
South Dakota,Spink County,998,NA,61,2104,3164,3
South Dakota,Stanley County,421,NA,28,1203,1652,3
South Dakota,Sully County,185,NA,19,726,930,3
South Dakota,Todd County,1963,NA,44,532,2539,3
South Dakota,Tripp County,495,NA,40,2161,2696,3
South Dakota,Turner County,1139,NA,119,3290,4548,3
South Dakota,Union County,2725,NA,186,5944,8855,3
South Dakota,Walworth County,565,NA,49,1966,2580,3
South Dakota,Yankton County,4016,NA,303,6581,10900,3
South Dakota,Ziebach County,481,NA,21,404,908,3
Tennessee,Anderson County,11741,52,397,23184,35570,11
Tennessee,Bedford County,4453,24,155,14354,19088,11
Tennessee,Benton County,1529,6,35,5668,7260,11
Tennessee,Bledsoe County,971,4,33,4725,5758,11
Tennessee,Blount County,17932,99,834,47369,66609,11
Tennessee,Bradley County,9851,53,500,35204,45865,11
Tennessee,Campbell County,2441,9,101,12331,14933,11
Tennessee,Cannon County,1261,6,63,5190,6557,11
Tennessee,Carroll County,2559,12,90,9205,11905,11
Tennessee,Carter County,4529,39,243,19584,24492,11
Tennessee,Cheatham County,5514,27,205,14438,20260,11
Tennessee,Chester County,1412,7,87,5952,7584,11
Tennessee,Claiborne County,2202,6,83,10604,12945,11
Tennessee,Clay County,735,4,22,2733,3506,11
Tennessee,Cocke County,2533,23,93,12162,14859,11
Tennessee,Coffee County,5705,49,242,17883,24282,11
Tennessee,Crockett County,1382,6,30,4673,6114,11
Tennessee,Cumberland County,6728,31,232,25168,32279,11
Tennessee,Davidson County,199703,729,3543,100218,309658,11
Tennessee,DeKalb County,1750,6,60,6672,8513,11
Tennessee,Decatur County,904,10,21,4229,5241,11
Tennessee,Dickson County,6106,40,260,17643,24323,11
Tennessee,Dyer County,3158,7,96,11768,15079,11
Tennessee,Fayette County,7027,30,145,15690,22984,11
Tennessee,Fentress County,1214,6,36,7441,8729,11
Tennessee,Franklin County,4864,27,164,13987,19132,11
Tennessee,Gibson County,5771,32,160,16259,22335,11
Tennessee,Giles County,3298,9,68,9784,13203,11
Tennessee,Grainger County,1467,9,61,8565,10134,11
Tennessee,Greene County,5199,64,205,22259,28087,11
Tennessee,Grundy County,988,9,34,4802,5855,11
Tennessee,Hamblen County,5500,20,195,18811,24631,11
Tennessee,Hamilton County,75522,273,2229,92108,171113,11
Tennessee,Hancock County,362,0,4,2372,2744,11
Tennessee,Hardeman County,4180,8,40,5760,10063,11
Tennessee,Hardin County,1775,6,52,9559,11538,11
Tennessee,Hawkins County,4083,26,208,20405,24824,11
Tennessee,Haywood County,4012,7,31,3343,7439,11
Tennessee,Henderson County,2092,6,80,9797,12020,11
Tennessee,Henry County,3548,20,164,11239,15047,11
Tennessee,Hickman County,2130,6,74,7577,9832,11
Tennessee,Houston County,871,3,18,2718,3686,11
Tennessee,Humphreys County,2017,14,46,6120,8236,11
Tennessee,Jackson County,1135,3,48,4118,5323,11
Tennessee,Jefferson County,4654,20,184,18651,22616,11
Tennessee,Johnson County,1246,12,45,6468,7801,11
Tennessee,Knox County,91422,414,2879,124540,220556,11
Tennessee,Lake County,526,0,9,1492,2034,11
Tennessee,Lauderdale County,3193,11,49,5674,8965,11
Tennessee,Lawrence County,3195,18,116,15334,18718,11
Tennessee,Lewis County,1072,8,27,4474,5609,11
Tennessee,Lincoln County,2919,23,126,12281,15608,11
Tennessee,Loudon County,6948,49,270,21713,29347,11
Tennessee,Macon County,1307,10,43,8096,9487,11
Tennessee,Madison County,18390,48,327,23943,42950,11
Tennessee,Marion County,3177,20,93,9911,13256,11
Tennessee,Marshall County,3605,32,126,11043,14878,11
Tennessee,Maury County,14418,57,486,31464,46657,11
Tennessee,McMinn County,4361,22,183,18198,22844,11
Tennessee,McNairy County,1943,15,56,9093,11275,11
Tennessee,Meigs County,1008,5,34,4467,5532,11
Tennessee,Monroe County,3764,24,150,16783,20797,11
Tennessee,Montgomery County,32472,150,1439,42187,76758,11
Tennessee,Moore County,573,5,30,2888,3539,11
Tennessee,Morgan County,1167,7,91,6930,8228,11
Tennessee,Obion County,2589,11,68,10790,13521,11
Tennessee,Overton County,2033,12,47,7918,10037,11
Tennessee,Perry County,615,11,20,2775,3428,11
Tennessee,Pickett County,525,2,11,2381,2931,11
Tennessee,Polk County,1492,5,43,6792,8360,11
Tennessee,Putnam County,9185,64,428,23759,33593,11
Tennessee,Rhea County,2369,17,130,11050,13637,11
Tennessee,Roane County,6043,45,308,19230,25917,11
Tennessee,Robertson County,8692,39,300,24536,33717,11
Tennessee,Rutherford County,59341,280,1853,81480,143878,11
Tennessee,Scott County,986,2,32,8004,9052,11
Tennessee,Sequatchie County,1298,11,64,5855,7252,11
Tennessee,Sevier County,8721,57,402,33783,43535,11
Tennessee,Shelby County,246105,577,2426,129815,382055,11
Tennessee,Smith County,1802,11,62,7136,9051,11
Tennessee,Stewart County,1232,11,65,4950,6296,11
Tennessee,Sullivan County,17272,89,773,55860,74357,11
Tennessee,Sumner County,27680,112,940,63454,92630,11
Tennessee,Tipton County,6837,28,224,20070,27308,11
Tennessee,Trousdale County,1012,2,35,2936,3998,11
Tennessee,Unicoi County,1615,6,50,6599,8307,11
Tennessee,Union County,1249,6,44,6803,8123,11
Tennessee,Van Buren County,544,2,23,2342,2921,11
Tennessee,Warren County,4126,25,125,12323,16009,11
Tennessee,Washington County,18638,104,668,40444,60203,11
Tennessee,Wayne County,820,5,27,5795,6669,11
Tennessee,Weakley County,3020,28,84,10396,13735,11
Tennessee,White County,2143,9,106,9606,11895,11
Tennessee,Williamson County,50161,116,1494,86469,139016,11
Tennessee,Wilson County,22254,81,781,50296,74330,11
Texas,Anderson County,3955,22,134,15110,19227,40
Texas,Andrews County,850,10,60,4943,5863,40
Texas,Angelina County,9143,75,274,25076,34574,40
Texas,Aransas County,2916,31,103,9239,12290,40
Texas,Archer County,446,4,45,4300,4796,40
Texas,Armstrong County,75,0,2,1035,1112,40
Texas,Atascosa County,5876,58,143,12039,18118,40
Texas,Austin County,2951,33,123,11447,14554,40
Texas,Bailey County,409,2,14,1434,1860,40
Texas,Bandera County,2505,30,120,10057,12715,40
Texas,Bastrop County,15474,128,531,20516,36665,40
Texas,Baylor County,183,1,22,1494,1702,40
Texas,Bee County,3288,27,93,6006,9420,40
Texas,Bell County,57014,440,1980,67893,127375,40
Texas,Bexar County,448452,2798,8837,308618,768952,40
Texas,Blanco County,1911,15,72,5443,7441,40
Texas,Borden County,16,1,2,397,416,40
Texas,Bosque County,1561,13,83,7469,9126,40
Texas,Bowie County,10747,91,300,27116,38261,40
Texas,Brazoria County,62228,417,1860,90433,154984,40
Texas,Brazos County,35349,252,1812,47530,85061,40
Texas,Brewster County,2258,14,89,2461,4822,40
Texas,Briscoe County,78,1,7,639,725,40
Texas,Brooks County,1470,6,10,998,3375,40
Texas,Brown County,2107,24,134,13698,15969,40
Texas,Burleson County,1788,15,63,6743,8609,40
Texas,Burnet County,5639,34,268,18767,24717,40
Texas,Caldwell County,6672,47,190,8031,14973,40
Texas,Calhoun County,2148,6,61,5641,7856,40
Texas,Callahan County,734,15,71,6012,6832,40
Texas,Cameron County,64063,336,728,49032,114174,40
Texas,Camp County,1394,7,31,3626,5060,40
Texas,Carson County,297,3,37,2779,3122,40
Texas,Cass County,2795,17,79,11033,13927,40
Texas,Castro County,466,6,9,1602,2083,40
Texas,Chambers County,3997,50,250,17353,21652,40
Texas,Cherokee County,4210,36,161,15101,19508,40
Texas,Childress County,310,8,18,1943,2279,40
Texas,Clay County,614,12,46,5069,5741,40
Texas,Cochran County,177,3,11,809,1000,40
Texas,Coke County,178,5,10,1586,1779,40
Texas,Coleman County,451,9,23,3641,4124,40
Texas,Collin County,230945,1246,6075,252318,492216,40
Texas,Collingsworth County,155,1,12,1048,1218,40
Texas,Colorado County,2420,19,50,7472,9975,40
Texas,Comal County,24826,191,1106,62740,88863,40
Texas,Comanche County,853,5,49,5177,6086,40
Texas,Concho County,197,3,10,1058,1268,40
Texas,Cooke County,3210,26,156,15596,18988,40
Texas,Coryell County,7565,77,410,15438,21293,40
Texas,Cottle County,113,3,6,540,662,40
Texas,Crane County,241,4,10,1247,1503,40
Texas,Crockett County,344,1,9,1220,1574,40
Texas,Crosby County,527,8,22,1396,1953,40
Texas,Culberson County,438,2,9,415,864,40
Texas,Dallam County,197,5,18,1389,1609,40
Texas,Dallas County,598576,3667,9635,307076,921638,40
Texas,Dawson County,808,5,25,2951,3789,40
Texas,DeWitt County,1494,11,46,6567,8118,40
Texas,Deaf Smith County,1264,17,35,3294,4610,40
Texas,Delta County,403,3,24,2162,2648,40
Texas,Denton County,188695,1092,5421,222480,417964,40
Texas,Dickens County,130,2,3,853,988,40
Texas,Dimmit County,2264,8,10,1384,3666,40
Texas,Donley County,198,1,11,1438,1648,40
Texas,Duval County,2575,13,22,2443,5053,40
Texas,Eastland County,983,12,60,7237,8292,40
Texas,Ector County,11367,89,428,32697,44581,40
Texas,Edwards County,168,0,5,893,1066,40
Texas,El Paso County,178126,1445,2746,84331,267215,40
Texas,Ellis County,27565,220,954,56717,85493,40
Texas,Erath County,2916,35,218,13684,16853,40
Texas,Falls County,1899,13,44,4177,6133,40
Texas,Fannin County,2655,23,155,12171,15004,40
Texas,Fayette County,2661,26,83,10171,12941,40
Texas,Fisher County,352,5,21,1448,1826,40
Texas,Floyd County,438,2,15,1584,2039,40
Texas,Foard County,99,1,6,445,551,40
Texas,Fort Bend County,195552,1091,3028,157718,357514,40
Texas,Franklin County,804,8,36,4161,5009,40
Texas,Freestone County,1635,18,67,6991,8711,40
Texas,Frio County,2422,11,23,2823,5279,40
Texas,Gaines County,576,10,54,5355,5995,40
Texas,Galveston County,58842,393,1913,93911,155060,40
Texas,Garza County,231,4,5,1413,1653,40
Texas,Gillespie County,3176,16,140,12514,15846,40
Texas,Glasscock County,39,0,3,611,653,40
Texas,Goliad County,877,2,24,3085,3988,40
Texas,Gonzales County,1948,15,57,5627,7647,40
Texas,Gray County,829,16,97,6840,7782,40
Texas,Grayson County,14506,136,634,44163,59439,40
Texas,Gregg County,14796,113,551,32493,47982,40
Texas,Grimes County,2833,30,118,9432,12413,40
Texas,Guadalupe County,28805,211,1023,47553,77592,40
Texas,Hale County,2279,31,97,7177,9584,40
Texas,Hall County,168,1,4,995,1168,40
Texas,Hamilton County,641,40,52,3616,4349,40
Texas,Hansford County,166,3,27,1849,2047,40
Texas,Hardeman County,241,0,9,1330,1580,40
Texas,Hardin County,3474,27,276,23858,27635,40
Texas,Harris County,918193,5129,16819,700630,1640818,40
Texas,Harrison County,7908,42,294,21466,29710,40
Texas,Hartley County,195,1,14,1868,2078,40
Texas,Haskell County,353,6,15,1840,2214,40
Texas,Hays County,59524,418,1735,47680,109357,40
Texas,Hemphill County,206,3,25,1486,1720,40
Texas,Henderson County,7060,75,264,28911,36310,40
Texas,Hidalgo County,128199,865,1261,90527,220884,40
Texas,Hill County,2860,26,119,11926,14931,40
Texas,Hockley County,1482,16,61,6536,8095,40
Texas,Hood County,5648,71,319,26496,32541,40
Texas,Hopkins County,3046,31,143,12719,15939,40
Texas,Houston County,2314,7,56,7060,9437,40
Texas,Howard County,2069,28,89,8054,10240,40
Texas,Hudspeth County,371,5,10,779,1165,40
Texas,Hunt County,8906,71,434,29163,38574,40
Texas,Hutchinson County,965,10,115,7681,8771,40
Texas,Irion County,120,2,8,759,889,40
Texas,Jack County,331,9,24,3418,3782,40
Texas,Jackson County,1033,23,53,5231,6081,40
Texas,Jasper County,2954,7,105,12542,15608,40
Texas,Jeff Davis County,501,3,17,784,1305,40
Texas,Jefferson County,46073,199,897,47570,94739,40
Texas,Jim Hogg County,1197,2,4,833,2036,40
Texas,Jim Wells County,6119,28,69,7453,13669,40
Texas,Johnson County,16464,142,771,54628,72005,40
Texas,Jones County,999,19,63,5660,6741,40
Texas,Karnes County,1234,17,30,3968,5249,40
Texas,Kaufman County,18405,146,528,37624,56703,40
Texas,Kendall County,6020,46,289,20083,26438,40
Texas,Kenedy County,65,1,1,127,194,40
Texas,Kent County,47,3,1,411,462,40
Texas,Kerr County,6524,51,283,20879,27745,40
Texas,Kimble County,284,4,17,1987,2292,40
Texas,King County,8,0,0,151,159,40
Texas,Kinney County,446,2,11,1144,1603,40
Texas,Kleberg County,5314,29,97,5504,10944,40
Texas,Knox County,265,4,7,1180,1456,40
Texas,La Salle County,1052,7,12,1335,2406,40
Texas,Lamar County,4458,28,172,16760,21418,40
Texas,Lamb County,840,7,40,3521,4408,40
Texas,Lampasas County,2144,24,145,8086,10399,40
Texas,Lavaca County,1333,8,46,8804,10197,40
Texas,Lee County,1750,16,65,6255,8086,40
Texas,Leon County,1072,14,57,7523,8674,40
Texas,Liberty County,5785,29,218,23302,29334,40
Texas,Limestone County,2213,27,66,6789,9095,40
Texas,Lipscomb County,131,0,17,1205,1353,40
Texas,Live Oak County,819,6,30,4199,5054,40
Texas,Llano County,2465,16,99,10079,12660,40
Texas,Loving County,4,0,2,60,66,40
Texas,Lubbock County,40017,276,1617,78861,120771,40
Texas,Lynn County,428,2,10,1853,2293,40
Texas,Madison County,1088,10,30,4169,5297,40
Texas,Marion County,1339,8,47,3470,4864,40
Texas,Martin County,288,2,13,1857,2160,40
Texas,Mason County,457,2,19,1991,2553,40
Texas,Matagorda County,3733,33,115,9845,14053,40
Texas,Maverick County,8332,60,73,6881,15346,40
Texas,McCulloch County,490,6,36,2904,3436,40
Texas,McLennan County,36688,243,1297,59543,97771,40
Texas,McMullen County,53,1,2,460,516,40
Texas,Medina County,6773,45,184,15642,22644,40
Texas,Menard County,197,2,6,823,1028,40
Texas,Midland County,12329,126,777,45624,58856,40
Texas,Milam County,2496,24,72,7984,10576,40
Texas,Mills County,271,2,15,2217,2505,40
Texas,Mitchell County,397,1,11,2170,2579,40
Texas,Montague County,1097,24,78,8615,9814,40
Texas,Montgomery County,74377,526,3166,193382,271451,40
Texas,Moore County,1062,21,66,4359,5508,40
Texas,Morris County,1669,10,36,3872,5587,40
Texas,Motley County,46,0,2,604,652,40
Texas,Nacogdoches County,9000,83,302,17378,26763,40
Texas,Navarro County,5101,53,167,13800,19121,40
Texas,Newton County,1173,5,34,4882,6094,40
Texas,Nolan County,1162,10,53,4131,5356,40
Texas,Nueces County,60925,368,1404,64617,127314,40
Texas,Ochiltree County,302,3,37,2812,3156,40
Texas,Oldham County,81,1,10,917,1009,40
Texas,Orange County,6357,51,376,29186,35994,40
Texas,Palo Pinto County,2178,27,101,10179,12485,40
Texas,Panola County,2057,11,57,9326,11451,40
Texas,Parker County,13017,158,880,62045,76128,40
Texas,Parmer County,488,4,23,2135,2650,40
Texas,Pecos County,1382,21,50,3215,4668,40
Texas,Polk County,5387,50,171,18573,24181,40
Texas,Potter County,9921,126,454,22820,33321,40
Texas,Presidio County,1463,12,21,721,2217,40
Texas,Rains County,842,13,43,5155,6053,40
Texas,Randall County,12802,129,910,50796,64674,40
Texas,Reagan County,172,3,7,942,1124,40
Texas,Real County,320,5,14,1643,1982,40
Texas,Red River County,1246,7,36,4517,5806,40
Texas,Reeves County,1395,8,30,2254,3687,40
Texas,Refugio County,1108,21,26,2210,3366,40
Texas,Roberts County,17,0,4,529,550,40
Texas,Robertson County,2374,13,66,5646,8099,40
Texas,Rockwall County,16412,121,611,36726,57704,40
Texas,Runnels County,552,11,39,3807,4409,40
Texas,Rusk County,4629,50,155,16534,21368,40
Texas,Sabine County,669,7,27,4784,5487,40
Texas,San Augustine County,980,2,13,3007,4002,40
Texas,San Jacinto County,2337,39,101,10161,12638,40
Texas,San Patricio County,8988,93,291,16516,25888,40
Texas,San Saba County,287,0,7,2308,2602,40
Texas,Schleicher County,211,2,6,940,1159,40
Texas,Scurry County,818,15,53,4983,5869,40
Texas,Shackelford County,130,4,10,1484,1628,40
Texas,Shelby County,2068,4,37,7975,10084,40
Texas,Sherman County,91,5,9,886,991,40
Texas,Smith County,29615,254,1126,69080,100075,40
Texas,Somervell County,768,10,56,4105,4947,40
Texas,Starr County,9123,63,92,8247,17525,40
Texas,Stephens County,397,2,16,3385,3800,40
Texas,Sterling County,51,3,1,584,639,40
Texas,Stonewall County,116,1,4,615,736,40
Texas,Sutton County,322,4,9,1222,1557,40
Texas,Swisher County,478,10,22,1845,2355,40
Texas,Tarrant County,411567,2617,10368,409741,834697,40
Texas,Taylor County,14588,150,827,39547,55112,40
Texas,Terrell County,119,2,3,334,458,40
Texas,Terry County,757,10,33,2812,3612,40
Texas,Throckmorton County,82,1,5,806,899,40
Texas,Titus County,2856,19,94,7570,10539,40
Texas,Tom Green County,12239,96,546,32313,45210,40
Texas,Travis County,435860,2094,8905,161337,610349,40
Texas,Trinity County,1323,11,25,5579,6938,40
Texas,Tyler County,1403,11,52,8194,9660,40
Texas,Upshur County,2877,22,179,15809,18887,40
Texas,Upton County,170,7,13,1178,1368,40
Texas,Uvalde County,4073,29,66,6174,10226,40
Texas,Val Verde County,6771,47,170,8284,15272,40
Texas,Van Zandt County,3516,33,175,22270,25994,40
Texas,Victoria County,10380,103,339,23358,34188,40
Texas,Walker County,7884,63,287,15375,23612,40
Texas,Waller County,8191,82,201,14260,22734,40
Texas,Ward County,764,26,29,3241,4060,40
Texas,Washington County,4261,20,178,12959,17418,40
Texas,Webb County,41820,233,446,25898,68397,40
Texas,Wharton County,4694,36,105,11926,16761,40
Texas,Wheeler County,168,3,7,2159,2337,40
Texas,Wichita County,13161,125,675,32069,46030,40
Texas,Wilbarger County,956,11,33,3524,4524,40
Texas,Willacy County,3108,0,0,2441,5549,40
Texas,Williamson County,143795,790,4998,139729,289312,40
Texas,Wilson County,6350,39,151,18463,25013,40
Texas,Winkler County,358,1,14,1753,2126,40
Texas,Wise County,4973,47,310,27032,32362,40
Texas,Wood County,3509,40,175,19049,22779,40
Texas,Yoakum County,420,6,31,2174,2631,40
Texas,Young County,1034,18,76,7110,8239,40
Texas,Zapata County,1826,4,11,2033,3874,40
Texas,Zavala County,2864,12,13,1490,4379,40
Utah,Beaver County,357,6,23,2695,3100,6
Utah,Box Elder County,4473,55,614,21548,27023,6
Utah,Cache County,16650,217,1796,38032,57534,6
Utah,Carbon County,2392,18,151,6693,9369,6
Utah,Daggett County,111,0,7,496,619,6
Utah,Davis County,57411,597,5004,104135,169814,6
Utah,Duchesne County,843,9,107,7513,8524,6
Utah,Emery County,572,8,47,4207,4865,6
Utah,Garfield County,514,11,37,2158,2732,6
Utah,Grand County,2806,23,62,2248,5185,6
Utah,Iron County,4892,78,666,18989,24890,6
Utah,Juab County,645,5,91,5087,5865,6
Utah,Kane County,1083,8,51,2998,4180,6
Utah,Millard County,624,5,64,5404,6160,6
Utah,Morgan County,1086,13,160,5181,6512,6
Utah,Piute County,86,0,7,773,871,6
Utah,Rich County,180,2,14,1157,1363,6
Utah,Salt Lake County,289906,2203,12219,230174,540966,6
Utah,San Juan County,3113,17,99,3535,6877,6
Utah,Sanpete County,1794,19,215,10459,12625,6
Utah,Sevier County,1084,14,133,9052,10362,6
Utah,Summit County,15244,65,367,10252,26086,6
Utah,Tooele County,8943,81,958,21014,31506,6
Utah,Uintah County,1663,29,226,13261,15303,6
Utah,Utah County,76033,853,10377,192812,284286,6
Utah,Wasatch County,6187,45,352,10795,17579,6
Utah,Washington County,20530,187,1742,67294,90457,6
Utah,Wayne County,365,3,9,1229,1621,6
Utah,Weber County,40695,482,2849,65949,111403,6
Vermont,Addison,445,2,15,379,870,3
Vermont,Albany,286,2,4,235,540,3
Vermont,Alburgh,550,3,10,499,1079,3
Vermont,Andover,216,0,5,132,365,3
Vermont,Arlington,929,3,21,511,1485,3
Vermont,Athens,120,3,1,84,214,3
Vermont,Bakersfield,395,2,9,272,696,3
Vermont,Baltimore,63,0,3,72,143,3
Vermont,Barnard,465,6,5,177,669,3
Vermont,Barnet,624,8,6,437,1095,3
Vermont,Barre,2380,18,38,1298,3807,3
Vermont,Barre Town,2512,15,57,2093,4766,3
Vermont,Barton,687,3,10,570,1296,3
Vermont,Belvidere,79,0,2,93,176,3
Vermont,Bennington,4369,35,63,2473,7096,3
Vermont,Benson,258,1,5,305,583,3
Vermont,Berkshire,284,0,9,402,711,3
Vermont,Berlin,960,4,19,520,1536,3
Vermont,Bethel,728,4,15,381,1147,3
Vermont,Bloomfield,55,0,0,73,130,3
Vermont,Bolton,537,1,6,218,780,3
Vermont,Bradford,893,5,12,549,1494,3
Vermont,Braintree,434,0,3,260,717,3
Vermont,Brandon,1213,3,19,896,2184,3
Vermont,Brattleboro,5423,37,45,1053,6663,3
Vermont,Bridgewater,372,2,5,212,601,3
Vermont,Bridport,392,2,8,321,739,3
Vermont,Brighton,258,2,7,342,619,3
Vermont,Bristol,1482,8,22,691,2245,3
Vermont,Brookfield,506,6,9,307,852,3
Vermont,Brookline,217,0,3,96,329,3
Vermont,Brownington,218,0,3,265,490,3
Vermont,Brunswick,27,0,2,35,65,3
Vermont,Burke,534,3,5,366,924,3
Vermont,Burlington,19238,157,155,2293,22218,3
Vermont,Cabot,558,8,8,296,892,3
Vermont,Calais,886,10,6,221,1148,3
Vermont,Cambridge,1521,8,30,587,2199,3
Vermont,Canaan,239,0,7,241,498,3
Vermont,Castleton,1056,4,27,1042,2161,3
Vermont,Cavendish,466,5,8,297,792,3
Vermont,Charleston,247,2,8,274,541,3
Vermont,Charlotte,2285,9,32,511,2886,3
Vermont,Chelsea,404,1,9,284,730,3
Vermont,Chester,1089,5,18,619,1772,3
Vermont,Chittenden,473,5,12,343,853,3
Vermont,Clarendon,656,0,11,782,1469,3
Vermont,Colchester,6451,32,98,2852,9594,3
Vermont,Concord,262,0,11,343,630,3
Vermont,Corinth,459,3,4,350,830,3
Vermont,Cornwall,663,4,12,145,850,3
Vermont,Coventry,245,3,7,294,568,3
Vermont,Craftsbury,558,2,6,190,774,3
Vermont,Danby,325,6,6,405,755,3
Vermont,Danville,855,9,17,559,1469,3
Vermont,Derby,1167,5,26,1280,2515,3
Vermont,Dorset,997,5,10,377,1413,3
Vermont,Dover,613,5,17,296,950,3
Vermont,Dummerston,1035,2,11,281,1357,3
Vermont,Duxbury,648,1,9,243,914,3
Vermont,East Haven,69,1,1,65,140,3
Vermont,East Montpelier,1315,8,13,391,1764,3
Vermont,Eden,303,2,3,313,634,3
Vermont,Elmore,447,0,2,149,607,3
Vermont,Enosburgh,640,5,13,590,1274,3
Vermont,Essex,9573,29,148,3415,13414,3
Vermont,Fair Haven,624,2,10,647,1308,3
Vermont,Fairfax,1648,6,55,1229,2694,3
Vermont,Fairfield,625,3,7,474,1140,3
Vermont,Fairlee,442,2,6,160,629,3
Vermont,Fayston,796,2,6,150,971,3
Vermont,Ferrisburg,1202,9,22,561,1830,3
Vermont,Fletcher,494,2,17,291,824,3
Vermont,Franklin,318,0,11,407,763,3
Vermont,Georgia,1517,8,34,1295,2917,3
Vermont,Glover,401,1,8,239,666,3
Vermont,Goshen,90,0,0,34,129,3
Vermont,Grafton,263,1,2,129,411,3
Vermont,Granby,20,0,0,23,43,3
Vermont,Grand Isle,831,2,6,538,1409,3
Vermont,Granville,136,1,0,30,169,3
Vermont,Greensboro,365,1,6,106,491,3
Vermont,Groton,248,5,8,272,549,3
Vermont,Guildhall,79,0,4,90,174,3
Vermont,Guilford,975,10,12,345,1354,3
Vermont,Halifax,273,3,10,193,492,3
Vermont,Hancock,102,1,3,57,171,3
Vermont,Hardwick,932,9,18,576,1577,3
Vermont,Hartford,4516,17,47,1574,6264,3
Vermont,Hartland,1511,7,20,631,2198,3
Vermont,Highgate,698,5,15,977,1726,3
Vermont,Hinesburg,2254,7,27,749,3084,3
Vermont,Holland,139,0,5,210,358,3
Vermont,Hubbardton,221,0,3,191,427,3
Vermont,Huntington,1047,6,11,312,1405,3
Vermont,Hyde Park,1118,6,20,546,1731,3
Vermont,Ira,130,0,1,130,262,3
Vermont,Irasburg,257,0,1,405,638,3
Vermont,Isle La Motte,191,1,3,147,349,3
Vermont,Jamaica,406,5,6,149,581,3
Vermont,Jay,144,0,4,139,294,3
Vermont,Jericho,2657,9,28,905,3662,3
Vermont,Johnson,994,7,29,528,1589,3
Vermont,Killington,560,4,8,255,836,3
Vermont,Kirby,190,2,4,129,329,3
Vermont,Landgrove,114,0,1,18,135,3
Vermont,Leicester,296,0,8,230,542,3
Vermont,Lemington,25,0,0,23,50,3
Vermont,Lincoln,723,2,8,211,959,3
Vermont,Londonderry,744,4,8,347,1118,3
Vermont,Lowell,201,3,2,273,487,3
Vermont,Ludlow,718,10,13,473,1237,3
Vermont,Lunenburg,243,4,8,366,633,3
Vermont,Lyndon,1207,6,29,1136,2440,3
Vermont,Maidstone,67,0,0,74,145,3
Vermont,Manchester,1985,5,21,732,2785,3
Vermont,Marlboro,528,5,5,94,646,3
Vermont,Marshfield,586,10,8,336,964,3
Vermont,Mendon,445,3,6,314,780,3
Vermont,Middlebury,3479,16,39,732,4331,3
Vermont,Middlesex,977,5,12,231,1243,3
Vermont,Middletown Springs,308,0,3,225,549,3
