ticker,ref_date,price_open,price_high,price_low,price_close,volume,price_adjusted,ret_adjusted_prices,ret_closing_prices,cumret_adjusted_prices
AAPL,2025-01-02,248.92999267578125,249.10000610351563,241.82000732421875,243.85000610351563,55740700,242.75210571289063,NA,NA,1
AAPL,2025-01-03,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100,242.26431274414063,-0.0020094283726911355,-0.0020094545044057055,0.9979905716273089
AAPL,2025-01-06,244.30999755859375,247.3300018310547,243.1999969482422,245,45045600,243.89691162109375,0.006738916097301262,0.006738984983297502,1.004715946355403
AAPL,2025-01-07,242.97999572753906,245.5500030517578,241.35000610351563,242.2100067138672,40856000,241.11947631835938,-0.011387742814264357,-0.011387727698501271,0.9932744995569175
AAPL,2025-01-08,241.9199981689453,243.7100067138672,240.0500030517578,242.6999969482422,37628900,241.6072540283203,0.0020229710076049567,0.0020229974847978394,0.9952838650721144
AAPL,2025-01-10,240.00999450683594,240.16000366210938,233,236.85000610351563,61710900,235.78363037109375,-0.024103678842953724,-0.024103794471716178,0.9712938624308425
AAPL,2025-01-13,233.52999877929688,234.6699981689453,229.72000122070313,234.39999389648438,49630700,233.34463500976563,-0.010344209890608025,-0.010344150913639716,0.9612465948523985
AAPL,2025-01-14,234.75,236.1199951171875,232.47000122070313,233.27999877929688,39435300,232.22967529296875,-0.004778167352123663,-0.004778136289893098,0.9566535977555347
AAPL,2025-01-15,234.63999938964844,238.9600067138672,234.42999267578125,237.8699951171875,39832000,236.7989959716797,0.019675869041915206,0.019675910330543056,0.9754765886634497
AAPL,2025-01-16,237.35000610351563,238.00999450683594,228.02999877929688,228.25999450683594,71759100,227.23228454589844,-0.04040013508725093,-0.040400222002010655,0.9360672027069956
AAPL,2025-01-17,232.1199951171875,232.2899932861328,228.47999572753906,229.97999572753906,68488300,228.9445343017578,0.007535239806619742,0.007535272330218223,0.9431206935545046
AAPL,2025-01-21,224,224.4199981689453,219.3800048828125,222.63999938964844,98070400,221.6375732421875,-0.03191585718285572,-0.031915803436166845,0.9130201881928232
AAPL,2025-01-22,219.7899932861328,224.1199951171875,219.7899932861328,223.8300018310547,64126500,222.82223510742188,0.005345040770410758,0.00534496247156202,0.9179003183229218
AAPL,2025-01-23,224.74000549316406,227.02999877929688,222.3000030517578,223.66000366210938,60234800,222.6529998779297,-7.595078175686165e-4,-7.594967946863429e-4,0.9172031658554068
