time_stamp,humidity,temperature,pressure,scattering_coefficient,pm1.0_atm,pm2.5_atm,pm10.0_atm
2024-07-22T00:00:00Z,51.424,89.025,1011.968,28.6,10.7055,14.466000000000001,15.114
2024-07-23T00:00:00Z,56.697,88.028,1010.305,16.9,5.9345,7.977,8.4255
2024-07-24T00:00:00Z,56.881,89.428,1013.477,31.3,12.055499999999999,16.5845,17.4675
2024-07-25T00:00:00Z,53.324,89.086,1012.171,33.2,12.690999999999999,18.268,19.089
2024-07-26T00:00:00Z,39.665,85.214,1013.279,16.7,5.6754999999999995,8.4955,9.0625
2024-07-27T00:00:00Z,38.906,87.053,1013.996,18.6,6.4215,9.0245,9.445
2024-07-28T00:00:00Z,39.765,87.555,1013.857,41.2,15.3915,24.036,25.8315
2024-07-29T00:00:00Z,46.485,89.118,1009.768,58,21.067,33.068,37.4315
2024-07-30T00:00:00Z,51.039,90.424,1008.032,41.6,15.8195,23.233,24.497999999999998
2024-07-31T00:00:00Z,50.831,91.668,1006.63,25.4,9.282499999999999,13.071000000000002,14.005500000000001
2024-08-01T00:00:00Z,46.483,94.4,1007.898,40.3,14.9605,21.121000000000002,21.792499999999997
2024-08-02T00:00:00Z,49.013,94.932,1006.104,55.7,19.5565,28.332500000000003,31.4395
2024-08-03T00:00:00Z,57.428,91.333,1004.279,24.1,8.6985,12.0655,13.282
2024-08-04T00:00:00Z,62.625,86.981,1007.082,20.7,7.5965,10.7935,12.0625
2024-08-05T00:00:00Z,54.158,89.392,1010.147,31.7,11.915,16.2225,16.9235
2024-08-06T00:00:00Z,54.864,91.36,1007.861,43.5,16.7815,23.6695,24.566499999999998
2024-08-07T00:00:00Z,65.54,81.854,1008.373,14.3,4.9785,6.822,7.301500000000001
2024-08-08T00:00:00Z,65.608,78.618,1011.708,9.4,2.8425000000000002,4.073499999999999,4.7684999999999995
2024-08-09T00:00:00Z,64.555,86.737,1006.574,12.6,3.982,6.401,8.681
2024-08-10T00:00:00Z,53.017,88.283,1006.962,21,7.633,10.0195,10.4955
2024-08-11T00:00:00Z,41.09,85.61,1009.94,16.4,5.616,7.3515,7.721500000000001
2024-08-12T00:00:00Z,44.082,82.876,1009.593,15.9,5.2165,6.942,7.3580000000000005
2024-08-13T00:00:00Z,42.653,82.562,1010.75,15.7,5.3774999999999995,7.6665,8.0455
2024-08-14T00:00:00Z,41.942,85.517,1011.534,47.8,17.512999999999998,28.267,31.8375
2024-08-15T00:00:00Z,41.465,87.028,1011.897,37.3,14.212,22.8365,23.762500000000003
2024-08-16T00:00:00Z,44.443,87.757,1011.231,43.6,16.618000000000002,26.849,28.1785
2024-08-17T00:00:00Z,50.196,85.731,1009.809,54.9,20.624,33.2475,37.201499999999996
2024-08-18T00:00:00Z,55.957,86.764,1004.813,47,17.317,27.9535,31.585
2024-08-19T00:00:00Z,56.272,85.571,1000.487,12.4,4.043,6.075,6.5375
2024-08-20T00:00:00Z,41.893,77.374,1005.579,4.8,1.1965,1.9815,2.2
2024-08-21T00:00:00Z,41.701,74.107,1011.536,5.3,1.06,1.775,2.0305
2024-08-22T00:00:00Z,41.264,76.783,1015.542,9.3,2.7794999999999996,4.252,4.572
2024-08-23T00:00:00Z,42.869,79.412,1018.913,18,6.2455,9.795,10.4495
2024-08-24T00:00:00Z,43.274,82.099,1018.643,27.9,10.1945,16.3775,17.4025
2024-08-25T00:00:00Z,47.105,83.932,1017.431,36.2,13.5365,20.2925,21.375
2024-08-26T00:00:00Z,45.444,86.868,1015.016,36.1,13.5215,20.5435,21.647
2024-08-27T00:00:00Z,48.329,86.924,1013.298,35.1,13.0905,19.445500000000003,20.581
2024-08-28T00:00:00Z,46.669,90.899,1009.661,37.4,14.0335,20.2115,21.2185
2024-08-29T00:00:00Z,52.268,86.344,1014.71,13.3,4.468999999999999,6.0809999999999995,6.7985
2024-08-30T00:00:00Z,54.553,79.969,1018.667,5.3,1.126,1.9505,2.7965
2024-08-31T00:00:00Z,53.194,84.162,1014.051,7.3,1.7725,2.808,3.822
2024-09-01T00:00:00Z,53.967,87.903,1007.208,19.4,6.888999999999999,9.1125,9.825
2024-09-02T00:00:00Z,41.183,83.61,1009.214,20.2,7.2575,9.911999999999999,10.357
2024-09-03T00:00:00Z,34.401,75.735,1019.417,5.7,1.2805,2.2889999999999997,2.5755
2024-09-04T00:00:00Z,40.081,75.386,1023.701,11.2,3.4655,5.6265,6.3115
2024-09-05T00:00:00Z,46.122,75.647,1022.517,11.9,3.7555,5.9510000000000005,6.6015
2024-09-06T00:00:00Z,51.786,78.543,1014.894,9.6,2.799,4.5705,5.524
2024-09-07T00:00:00Z,54.742,80.776,1006.269,11.8,3.758,5.2684999999999995,6.3934999999999995
2024-09-08T00:00:00Z,44.356,71.957,1009.292,4.8,0.9245,1.4064999999999999,1.59
2024-09-09T00:00:00Z,35.425,74.471,1013.141,6.6,1.573,2.363,2.6020000000000003
2024-09-10T00:00:00Z,39.718,77.848,1012.74,10.8,3.3245,4.496,4.8365
2024-09-11T00:00:00Z,40.178,78.89,1015.895,12.3,3.9935,5.5265,5.918
2024-09-12T00:00:00Z,47.285,79.464,1017.84,24.3,8.761,13.381,15.1605
2024-09-13T00:00:00Z,47.571,80.211,1018.273,14.4,4.896,6.8469999999999995,7.3125
2024-09-14T00:00:00Z,47.879,81.672,1017.876,25.1,9.1815,12.419,13.0335
2024-09-15T00:00:00Z,47.749,81.713,1020.583,30.3,11.488,15.6525,16.339
2024-09-16T00:00:00Z,49.221,76.975,1020.592,14.2,4.6315,7.22,8.5095
2024-09-17T00:00:00Z,52.018,80.624,1017.434,13.8,4.572,6.5115,7.8155
2024-09-18T00:00:00Z,51.081,81.676,1012.618,16.1,5.4905,8.3305,9.666
2024-09-19T00:00:00Z,43.295,83.387,1007.199,21.2,7.5465,11.606,12.451
2024-09-20T00:00:00Z,44.975,84.011,1007.041,22.7,8.2315,12.828,13.5645
2024-09-21T00:00:00Z,46.506,81.425,1009.62,22.1,8.151,11.868500000000001,12.391
2024-09-22T00:00:00Z,45.614,78.444,1009.944,11.9,3.86,5.4510000000000005,5.913
2024-09-23T00:00:00Z,46.199,75.729,1011.754,7.4,1.9249999999999998,2.9965,3.9764999999999997
2024-09-24T00:00:00Z,48.754,75.556,1013.672,5.8,1.248,2.1580000000000004,3.3115
2024-09-25T00:00:00Z,52.226,76.275,1014.608,5.1,0.9775,1.9335,3.367
2024-09-26T00:00:00Z,59.85,80.899,1012.744,11.2,3.491,5.3755,7.617
2024-09-27T00:00:00Z,58.608,81.288,1010.226,12.3,4.0695,6.0760000000000005,7.0015
2024-09-28T00:00:00Z,63.993,76.904,1007.598,5.8,1.3940000000000001,1.9700000000000002,2.3315
2024-09-29T00:00:00Z,62.506,73.803,1009.873,8,2.258,3.093,3.578
2024-09-30T00:00:00Z,54.181,76.643,1010.997,13.6,4.634,6.3545,6.8795
2024-10-01T00:00:00Z,51.168,75.444,1011.498,7.2,1.9124999999999999,2.6710000000000003,3.2560000000000002
2024-10-02T00:00:00Z,50.189,74.95,1010.042,12.1,3.857,5.275499999999999,6.314
2024-10-03T00:00:00Z,47.767,77.562,1013.467,11.3,3.5345,4.779999999999999,5.7415
2024-10-04T00:00:00Z,51.375,76.157,1016.53,13.8,4.645,6.0405,6.7435
2024-10-05T00:00:00Z,44.765,78.232,1014.824,15,5.1195,6.6315,7.1945
2024-10-06T00:00:00Z,40.451,74.565,1013.589,12.3,3.9555,5.1155,5.5165
2024-10-07T00:00:00Z,44.33,77.523,1005.194,19.2,6.862,8.748999999999999,9.346
2024-10-08T00:00:00Z,36.667,71.351,1007.143,9.6,2.8415,3.7680000000000002,4.04
2024-10-09T00:00:00Z,36.361,69.527,1007.126,8.8,2.46,3.3,3.683
2024-10-10T00:00:00Z,35.723,65.467,1011.223,3.3,0.5785,0.8105,0.9245
2024-10-11T00:00:00Z,38.658,64.904,1013.31,4.1,0.653,0.9795,1.1555
